doi,organism,indication,confidence
10.1001/jama.1989.03420050044020,human,not_applicable,high
10.1001/jama.1996.03530290029023,unclear,not_applicable,medium
10.1001/jama.1997.03550060098046,unclear,not_applicable,high
10.1001/jama.2015.5731,unclear,not_applicable,high
10.1001/jama.2011.1576,human,not_applicable,high
10.1001/jama.2015.5760,unclear,not_applicable,high
10.1001/jama.2019.8312,other,not_applicable,high
10.1001/jama.2010.1421,unclear,unclear,low
10.1001/jama.2024.3603,unclear,not_applicable,high
10.1001/jama.1997.03550200085043,human,not_applicable,high
10.1001/jama.2019.8890,other,not_applicable,high
10.1001/jama.265.8.964,unclear,not_applicable,high
10.1001/jama.2015.1346,unclear,not_applicable,high
10.1001/jama.268.7.873,other,not_applicable,high
10.1001/jama.280.12.1061,human,treatment,high
10.1001/jama.285.1.52,human,treatment,high
10.1001/jama.280.4.372,human,not_applicable,medium
10.1001/jama.286.11.1360,human,treatment,high
10.1001/jama.289.11.1385-a,unclear,not_applicable,high
10.1001/jama.292.10.1234,unclear,unclear,low
10.1001/jama.292.10.1195,human,treatment,high
10.1001/jama.280.3.264,other,not_applicable,high
10.1001/jama.292.22.2723-a,unclear,unclear,low
10.1001/jama.286.11.1378,human,treatment,high
10.1001/jamanetworkopen.2022.33454,human,not_applicable,high
10.1001/jamanetworkopen.2024.23555,human,not_applicable,high
10.1001/jamapediatrics.2013.3337,human,not_applicable,medium
10.1001/jamaoto.2020.0530,human,not_applicable,high
10.1001/jama.286.24.3078-a,other,not_applicable,high
10.1001/jamapediatrics.2013.4647,human,treatment,high
10.1002/(sici)1096-9071(199609)50:1<25::aid-jmv6>3.0.co;2-v,human,not_applicable,high
10.1002/(sici)1097-4598(199605)19:5<621::aid-mus10>3.0.co;2-q,human,not_applicable,high
10.1002/(sici)1097-4679(199904)55:4<411::aid-jclp6>3.0.co;2-n,human,not_applicable,high
10.1002/(sici)1097-4679(199711)53:7<635::aid-jclp1>3.0.co;2-h,human,not_applicable,high
10.1002/(sici)1099-1077(199605)11:3<161::aid-hup784>3.0.co;2-5,human,not_applicable,high
10.1002/(sici)1099-1077(199901)14:1<7::aid-hup64>3.0.co;2-o,human,not_applicable,high
10.1002/14651858.cd001027,human,treatment,high
10.1002/1097-4679(200012)56:12<1497::aid-2>3.0.co;2-z,human,not_applicable,high
10.1002/14651858.cd001027.pub2,human,treatment,high
10.1002/14651858.cd003200.pub9,human,treatment,high
10.1002/14651858.cd011040.pub2,human,treatment,high
10.1002/14651858.cd006348,unclear,treatment,medium
10.1002/14651858.cd006348.pub3,human,treatment,high
10.1002/14651858.cd006348.pub2,human,treatment,high
10.1002/1520-6629(199310)21:4<339::aid-jcop2290210410>3.0.co;2-1,human,not_applicable,high
10.1002/1520-6629(199504)23:2<143::aid-jcop2290230205>3.0.co;2-7,unclear,not_applicable,high
10.1002/9780470514382.ch13,human,not_applicable,high
10.1002/9780470514382.ch14,human,not_applicable,high
10.1002/9780470514382.ch10,human,not_applicable,high
10.1002/9780470514382.ch15,human,not_applicable,high
10.1002/9780470514382.ch17,human,treatment,high
10.1002/9780470514382.ch18,human,not_applicable,high
10.1002/9780470514382.ch16,human,treatment,high
10.1002/9780470514382.ch11,human,not_applicable,high
10.1002/9780470514382.ch2,other,not_applicable,high
10.1002/9780470514382.ch3,human,not_applicable,high
10.1002/9780470514382.ch5,human,not_applicable,high
10.1002/9780470514382.ch6,human,not_applicable,high
10.1002/9780470514382.ch8,other,not_applicable,high
10.1002/9780470514382.ch7,human,not_applicable,high
10.1002/9781118453940.ch24,unclear,not_applicable,medium
10.1002/acn3.51631,other,not_applicable,high
10.1002/9780470514382.ch4,human,not_applicable,high
10.1002/9780470750902.ch7,unclear,not_applicable,medium
10.1002/9781118663721.ch36,unclear,not_applicable,high
10.1002/acr.22639,human,not_applicable,high
10.1002/acr.25210,human,not_applicable,high
10.1002/adsr.202300178,other,not_applicable,high
10.1002/acr.80090,human,not_applicable,high
10.1002/alz.089661,other,not_applicable,high
10.1002/alz.085905,animal,treatment,high
10.1002/ana.22389,human,not_applicable,high
10.1002/ana.22529,other,not_applicable,high
10.1002/advs.202302146,human,not_applicable,high
10.1002/ar.24953,animal,treatment,high
10.1002/art.1780330311,human,not_applicable,high
10.1002/art.1780380510,human,not_applicable,high
10.1002/ajcp.12181,unclear,not_applicable,high
10.1002/art.1780400215,human,not_applicable,high
10.1002/art.22124,human,not_applicable,high
10.1002/art.20779,human,not_applicable,high
10.1002/bap.17,human,not_applicable,high
10.1002/biof.1293,human,treatment,high
10.1002/art.41405,human,not_applicable,high
10.1002/biof.1726,other,not_applicable,medium
10.1002/bmc.5379,animal,treatment,high
10.1002/brb3.71513,human,treatment,high
10.1002/cbdv.202403506,other,not_applicable,high
10.1002/brb3.71428,human,not_applicable,high
10.1002/ccr3.6930,human,not_applicable,high
10.1002/ccr3.72725,human,treatment,high
10.1002/cbl.30019,human,not_applicable,high
10.1002/brb3.2040,human,treatment,high
10.1002/cdt3.74,human,not_applicable,high
10.1002/chin.199507342,human,not_applicable,medium
10.1002/clc.20227,human,not_applicable,high
10.1002/clc.20962,human,not_applicable,high
10.1002/cncr.27612,human,not_applicable,high
10.1002/cpp.1827,human,treatment,high
10.1002/cph4.70056,other,not_applicable,high
10.1002/cpp.2367,human,not_applicable,high
10.1002/cpp.2042,human,treatment,high
10.1002/cpp.2051,human,not_applicable,high
10.1002/cpp.2417,human,not_applicable,high
10.1002/cph4.70098,human,not_applicable,high
10.1002/cpp.1906,human,not_applicable,high
10.1002/ctm2.70346,human,not_applicable,high
10.1002/cpp.793,human,treatment,high
10.1002/cyto.b.10034,human,not_applicable,high
10.1002/ehf2.12633,human,not_applicable,high
10.1002/cpp.70075,human,treatment,high
10.1002/ejp.701,animal,not_applicable,high
10.1002/fsn3.70424,other,not_applicable,high
10.1002/fsn3.71685,animal,treatment,high
10.1002/hep.22643,human,not_applicable,high
10.1002/hbm.70505,human,not_applicable,high
10.1002/glia.22687,animal,not_applicable,high
10.1002/ejp.1750,human,not_applicable,high
10.1002/hup.554,human,treatment,high
10.1002/hup.805,human,treatment,high
10.1002/iid3.263,human,not_applicable,high
10.1002/ijc.2910420526,other,not_applicable,high
10.1002/iub.572,other,not_applicable,high
10.1002/cpp.757,human,not_applicable,high
10.1002/j.1532-2149.2013.00429.x,human,not_applicable,high
10.1002/jcb.24883,other,not_applicable,high
10.1002/jcla.10079,human,not_applicable,high
10.1002/j.1556-6676.1998.tb02391.x,human,not_applicable,high
10.1002/jcla.1860040617,other,not_applicable,high
10.1002/jcla.20325,human,not_applicable,high
10.1002/jcla.20217,human,not_applicable,high
10.1002/jclp.1040,human,not_applicable,high
10.1002/jclp.20551,human,treatment,high
10.1002/jclp.20648,human,treatment,high
10.1002/jclp.20827,human,not_applicable,high
10.1002/jclp.20744,human,treatment,high
10.1002/jclp.20676,human,not_applicable,high
10.1002/jclp.21880,human,not_applicable,high
10.1002/jclp.22692,human,not_applicable,high
10.1002/jclp.22593,human,not_applicable,high
10.1002/jcsm.12896,human,not_applicable,high
10.1002/jcsm.13669,human,not_applicable,high
10.1002/jcop.21984,human,not_applicable,high
10.1002/jem.35,human,not_applicable,high
10.1002/jev2.12403,human,not_applicable,high
10.1002/jgh3.12724,human,not_applicable,high
10.1002/jmri.26247,human,not_applicable,high
10.1002/jmv.10531,human,not_applicable,high
10.1002/jmri.25283,human,not_applicable,high
10.1002/jmv.1890190302,human,not_applicable,high
10.1002/jmv.1890340209,human,not_applicable,high
10.1002/jmv.1890420109,human,not_applicable,high
10.1002/jmv.1890460404,human,not_applicable,high
10.1002/jmv.21873,human,not_applicable,high
10.1002/jmv.1890330303,human,not_applicable,high
10.1002/jmv.23713,human,treatment,high
10.1002/jmv.23411,human,treatment,high
10.1002/jmv.24810,human,not_applicable,high
10.1002/jmv.25744,human,not_applicable,high
10.1002/jmv.28993,human,not_applicable,high
10.1002/jnr.25223,human,not_applicable,high
10.1002/jnr.25048,human,not_applicable,high
10.1002/jmv.70769,human,not_applicable,high
10.1002/mbo3.70333,human,not_applicable,high
10.1002/jnr.25392,human,not_applicable,high
10.1002/mus.20055,human,not_applicable,high
10.1002/mnfr.200700075,other,not_applicable,high
10.1002/nbm.1512,human,not_applicable,high
10.1002/nbm.1315,human,not_applicable,high
10.1002/nbm.2772,human,not_applicable,high
10.1002/nbm.3261,human,not_applicable,high
10.1002/nbm.1692,human,not_applicable,high
10.1002/nop2.70212,human,not_applicable,high
10.1002/nop2.70391,human,not_applicable,high
10.1002/nbm.3757,human,not_applicable,high
10.1002/oti.19,human,not_applicable,high
10.1002/nep3.70007,other,not_applicable,high
10.1002/oti.88,human,treatment,high
10.1002/pcn5.70111,human,treatment,high
10.1002/pmrj.12867,human,treatment,high
10.1002/pcn5.70222,human,treatment,high
10.1002/phy2.152,human,not_applicable,high
10.1002/pnp.109,human,treatment,high
10.1002/psb.1741,human,treatment,high
10.1002/rmv.2315,other,not_applicable,high
10.1002/pnp.698,human,treatment,medium
10.1002/ptr.3499,animal,treatment,high
10.1002/rmv.673,other,not_applicable,high
10.1002/rmv.70070,human,treatment,high
10.1002/sim.6579,human,not_applicable,high
10.1002/smi.1233,human,not_applicable,high
10.1002/smi.1185,human,not_applicable,high
10.1002/sscp.70137,animal,not_applicable,high
10.1006/bmme.1996.0012,human,not_applicable,high
10.1002/tre.776,human,not_applicable,high
10.1006/clin.1997.4512,other,not_applicable,high
10.1006/bmme.1996.0036,human,not_applicable,high
10.1002/tsm2.133,human,not_applicable,high
10.1006/mcpr.1998.0186,human,not_applicable,high
10.1006/clin.1998.4554,human,not_applicable,high
10.1006/nimg.2002.1260,human,not_applicable,high
10.1006/exmp.1999.2248,other,not_applicable,high
10.1007/0-306-46835-2_21,other,not_applicable,high
10.1007/7854_2024_502,human,treatment,high
10.1006/clin.1996.4284,human,treatment,high
10.1007/7854_2022_368,human,treatment,high
10.1007/978-1-0716-4498-0_10,human,not_applicable,high
10.1007/978-1-0716-4498-0_11,other,not_applicable,high
10.1007/978-1-0716-4498-0_12,other,not_applicable,high
10.1007/978-1-0716-4498-0_14,human,not_applicable,high
10.1006/rtph.1996.0089,both,not_applicable,medium
10.1007/978-1-0716-4498-0_13,human,not_applicable,high
10.1007/978-1-0716-4498-0_15,human,not_applicable,high
10.1007/978-1-0716-4498-0_16,human,not_applicable,high
10.1007/978-1-0716-4498-0_1,human,not_applicable,high
10.1007/978-1-0716-4498-0_2,human,not_applicable,high
10.1007/978-1-0716-4498-0_5,human,not_applicable,high
10.1007/978-1-0716-4498-0_6,other,not_applicable,high
10.1007/978-1-0716-4498-0_8,other,not_applicable,high
10.1007/978-1-0716-4498-0_9,human,not_applicable,high
10.1007/978-1-0716-4498-0_7,human,not_applicable,high
10.1007/978-1-4612-4508-7_60,human,not_applicable,high
10.1007/978-1-4612-4508-7_61,human,not_applicable,high
10.1007/978-1-4612-4508-7_36,other,not_applicable,high
10.1007/978-1-4612-4508-7_62,human,not_applicable,medium
10.1007/978-1-0716-4498-0_4,human,not_applicable,high
10.1007/978-1-4612-4508-7_64,other,not_applicable,high
10.1007/978-1-4615-4709-9_90,human,not_applicable,medium
10.1007/978-1-4899-1016-5_38,human,not_applicable,high
10.1007/978-1-4612-4508-7_68,other,not_applicable,high
10.1007/978-1-60327-343-5_25,human,not_applicable,high
10.1007/978-1-61779-803-0_29,other,not_applicable,high
10.1007/978-1-60327-343-5_8,human,treatment,high
10.1007/978-3-031-55529-9_20,other,not_applicable,high
10.1007/978-1-60327-571-2_21,human,not_applicable,medium
10.1007/978-1-59745-008-9_23,unclear,not_applicable,high
10.1007/978-3-642-86812-2_34,human,not_applicable,high
10.1007/bf00226856,human,treatment,high
10.1007/bf00920633,human,not_applicable,high
10.1007/bf00867358,human,not_applicable,high
10.1007/978-4-431-73464-2_9,other,not_applicable,high
10.1007/bf01776488,human,treatment,high
10.1007/bf01826195,human,not_applicable,high
10.1007/bf01541666,human,not_applicable,high
10.1007/bf01796268,human,not_applicable,high
10.1007/bf01324655,unclear,unclear,low
10.1007/bf01977671,human,not_applicable,high
10.1007/bf01875419,human,not_applicable,high
10.1007/bf02207934,human,not_applicable,high
10.1007/bf02091794,human,treatment,high
10.1007/bf02246661,human,treatment,high
10.1007/bf02195983,other,not_applicable,high
10.1007/bf02267720,human,not_applicable,high
10.1007/bf02267785,human,not_applicable,high
10.1007/bf02267980,human,treatment,high
10.1007/bf02274883,human,not_applicable,high
10.1007/bf02506968,human,not_applicable,high
10.1007/bf02318380,human,not_applicable,high
10.1007/bf02556297,human,not_applicable,high
10.1007/bf02556303,human,not_applicable,high
10.1007/bf02628661,human,treatment,high
10.1007/bf02628662,human,treatment,high
10.1007/bf02597420,human,not_applicable,high
10.1007/bf02628663,human,treatment,high
10.1007/bf02628664,human,treatment,high
10.1007/bf02629522,human,not_applicable,high
10.1007/bf02688676,human,treatment,high
10.1007/bf02884843,human,not_applicable,high
10.1007/bf02691201,unclear,not_applicable,high
10.1007/bf03003071,human,not_applicable,high
10.1007/bf03040485,human,not_applicable,high
10.1007/bf03257157,human,prevention,high
10.1007/bf03041320,human,not_applicable,high
10.1007/bf02688668,other,not_applicable,high
10.1007/s00011-025-02158-6,animal,not_applicable,high
10.1007/s00018-018-2925-6,human,not_applicable,high
10.1007/bf03043262,other,not_applicable,high
10.1007/s00052-023-00083-7,unclear,treatment,medium
10.1007/s00018-022-04380-5,other,not_applicable,high
10.1007/s00103-017-2546-5,unclear,not_applicable,high
10.1007/s00108-022-01369-x,human,not_applicable,high
10.1007/s00109-004-0586-4,other,not_applicable,high
10.1007/s001060050275,human,not_applicable,high
10.1007/s00112-021-01408-1,human,not_applicable,high
10.1007/s00112-025-02222-9,human,not_applicable,high
10.1007/s00112-025-02293-8,human,not_applicable,high
10.1007/s00115-022-01431-x,human,not_applicable,high
10.1007/s00115-011-3446-9,human,treatment,high
10.1007/s00115-026-01944-9,human,treatment,high
10.1007/s00210-026-05263-3,animal,treatment,high
10.1007/s00066-026-02553-w,human,not_applicable,high
10.1007/s001270050266,human,not_applicable,high
10.1007/s00213-002-1129-8,human,not_applicable,high
10.1007/s001150050045,human,not_applicable,high
10.1007/s00213-021-05986-6,human,not_applicable,high
10.1007/s00221-010-2296-1,human,not_applicable,high
10.1007/s00221-018-5301-8,human,not_applicable,high
10.1007/s00296-003-0355-7,human,treatment,high
10.1007/s00296-009-1122-1,human,not_applicable,high
10.1007/s00296-014-3065-4,human,not_applicable,high
10.1007/s00380-014-0510-y,human,not_applicable,high
10.1007/s00380-009-1206-6,human,not_applicable,high
10.1007/s00380-015-0744-3,human,not_applicable,high
10.1007/s00393-011-0825-3,other,not_applicable,medium
10.1007/s003930050239,human,not_applicable,high
10.1007/s00404-008-0795-0,human,not_applicable,high
10.1007/s00406-023-01661-3,human,not_applicable,high
10.1007/s00394-024-03546-0,human,treatment,high
10.1007/s00417-013-2431-3,human,not_applicable,high
10.1007/s00421-014-2910-1,human,not_applicable,high
10.1007/s00421-007-0634-1,human,not_applicable,high
10.1007/s00421-010-1670-9,human,not_applicable,high
10.1007/s00421-018-3913-0,human,treatment,high
10.1007/s00429-023-02682-3,human,not_applicable,high
10.1007/s00431-015-2626-1,human,not_applicable,high
10.1007/s00421-025-05759-5,human,treatment,high
10.1007/s00431-013-2058-8,human,treatment,high
10.1007/s00431-024-05458-x,human,treatment,high
10.1007/s00431-023-05351-z,human,not_applicable,high
10.1007/s00431-026-06995-3,human,not_applicable,high
10.1007/s00431-026-07125-9,human,not_applicable,high
10.1007/s00482-021-00535-8,human,treatment,high
10.1007/s00482-023-00761-2,human,treatment,high
10.1007/s00508-024-02372-y,human,not_applicable,high
10.1007/s00482-026-00937-6,human,treatment,high
10.1007/s00739-026-01152-9,human,treatment,high
10.1007/s00608-022-00989-8,human,not_applicable,high
10.1007/s00761-022-01102-1,human,not_applicable,high
10.1007/s00787-005-0477-4,human,not_applicable,high
10.1007/s00787-005-0493-4,human,not_applicable,high
10.1007/s00787-009-0029-4,human,not_applicable,high
10.1007/s00787-021-01734-5,human,not_applicable,high
10.1007/s00787-020-01646-w,human,not_applicable,high
10.1007/s007870050114,human,not_applicable,high
10.1007/s10067-005-1154-1,human,not_applicable,high
10.1007/s10067-006-0433-9,human,not_applicable,high
10.1007/s10067-010-1677-y,human,treatment,high
10.1007/s10067-009-1339-0,human,not_applicable,high
10.1007/s10067-011-1702-9,human,not_applicable,high
10.1007/s10067-011-1772-8,human,not_applicable,high
10.1007/s10067-012-1946-z,human,not_applicable,high
10.1007/s10067-013-2308-1,human,not_applicable,high
10.1007/s10067-014-2793-x,human,not_applicable,high
10.1007/s10067-018-4009-2,other,not_applicable,high
10.1007/s10067-020-05528-z,other,not_applicable,high
10.1007/s10096-003-1062-8,human,treatment,high
10.1007/s10067-023-06743-0,other,not_applicable,high
10.1007/s10072-021-05786-y,human,not_applicable,high
10.1007/s10096-013-1996-4,human,not_applicable,high
10.1007/s10067-019-04447-y,human,not_applicable,high
10.1007/s10096-014-2095-x,human,not_applicable,high
10.1007/s100960050420,human,not_applicable,high
10.1007/s10286-002-0014-1,human,not_applicable,high
10.1007/s10165-010-0380-9,unclear,not_applicable,high
10.1007/s10165-004-0332-3,human,not_applicable,high
10.1007/s10354-025-01113-8,other,treatment,high
10.1007/s10286-025-01172-2,human,treatment,high
10.1007/s10286-002-0044-8,human,not_applicable,high
10.1007/s10354-026-01155-6,human,not_applicable,high
10.1007/s10286-008-0487-7,human,treatment,high
10.1007/s10464-011-9457-7,unclear,not_applicable,high
10.1007/s10484-022-09573-z,human,not_applicable,high
10.1007/s10566-019-09543-3,human,not_applicable,high
10.1007/s10484-016-9331-3,human,not_applicable,high
10.1007/s10578-009-0147-8,human,not_applicable,high
10.1007/s10865-004-0004-y,human,not_applicable,high
10.1007/s10865-008-9189-9,human,not_applicable,high
10.1007/s10865-009-9234-3,human,not_applicable,high
10.1007/s10865-016-9720-3,human,not_applicable,high
10.1007/s10880-025-10074-4,human,not_applicable,high
10.1007/s10865-019-00010-x,human,not_applicable,high
10.1007/s10912-016-9390-8,other,not_applicable,high
10.1007/s10974-008-9128-y,other,not_applicable,high
10.1007/s11011-013-9435-x,other,not_applicable,high
10.1007/s11011-012-9324-8,human,not_applicable,high
10.1007/s11011-019-0388-6,human,not_applicable,high
10.1007/s11011-012-9316-8,human,not_applicable,high
10.1007/s11019-008-9126-2,unclear,not_applicable,high
10.1007/s11019-013-9501-5,unclear,not_applicable,high
10.1007/s11019-020-09945-4,other,not_applicable,high
10.1007/s11055-010-9250-3,animal,not_applicable,high
10.1007/s11064-008-9620-1,animal,treatment,high
10.1007/s11101-022-09838-9,other,not_applicable,high
10.1007/s11136-011-0048-8,human,not_applicable,high
10.1007/s11055-023-01364-1,human,not_applicable,medium
10.1007/s11065-005-3588-2,other,not_applicable,high
10.1007/s11136-011-9921-8,other,not_applicable,high
10.1007/s11136-014-0705-9,other,not_applicable,high
10.1007/s11136-004-1693-y,human,not_applicable,high
10.1007/s11136-014-0737-1,human,not_applicable,high
10.1007/s11136-014-0819-0,other,not_applicable,high
10.1007/s11136-016-1406-3,human,not_applicable,high
10.1007/s11136-019-02399-z,human,not_applicable,high
10.1007/s11136-015-1160-y,human,not_applicable,high
10.1007/s11136-019-02411-6,human,not_applicable,high
10.1007/s11136-019-02289-4,human,not_applicable,high
10.1007/s11136-022-03199-8,human,not_applicable,high
10.1007/s11136-021-02919-w,human,not_applicable,high
10.1007/s11136-023-03498-8,human,not_applicable,high
10.1007/s11136-024-03794-x,human,not_applicable,high
10.1007/s11136-024-03710-3,human,not_applicable,high
10.1007/s11136-024-03854-2,human,not_applicable,high
10.1007/s11306-017-1264-1,human,not_applicable,high
10.1007/s11553-023-01070-3,human,not_applicable,high
10.1007/s11154-025-09996-z,human,not_applicable,high
10.1007/s11306-019-1620-4,human,not_applicable,high
10.1007/s11325-025-03512-y,human,not_applicable,high
10.1007/s11553-023-01098-5,human,not_applicable,high
10.1007/s11325-009-0305-z,human,not_applicable,high
10.1007/s11606-007-0140-5,human,not_applicable,high
10.1007/s11596-010-0225-y,animal,treatment,high
10.1007/s11655-020-3195-3,human,treatment,high
10.1007/s11682-018-0029-4,human,not_applicable,high
10.1007/s11845-010-0585-0,human,not_applicable,high
10.1007/s11682-018-9897-x,human,not_applicable,high
10.1007/s11682-019-00119-2,human,not_applicable,high
10.1007/s11882-010-0106-2,human,not_applicable,high
10.1007/s11606-024-09290-9,human,not_applicable,high
10.1007/s11916-003-0033-1,human,treatment,high
10.1007/s11916-000-0050-2,human,not_applicable,high
10.1007/s11916-003-0031-3,human,treatment,high
10.1007/s11673-018-9866-5,unclear,not_applicable,high
10.1007/s11920-010-0105-y,human,not_applicable,high
10.1007/s11926-001-0006-5,human,not_applicable,high
10.1007/s11926-006-0036-0,human,not_applicable,high
10.1007/s11926-007-0078-y,human,not_applicable,high
10.1007/s11920-013-0353-8,human,not_applicable,high
10.1007/s11926-008-0079-5,human,not_applicable,high
10.1007/s11926-012-0277-z,human,not_applicable,high
10.1007/s11926-016-0577-9,human,not_applicable,high
10.1007/s12016-020-08824-3,other,not_applicable,high
10.1007/s11926-019-0823-z,human,not_applicable,high
10.1007/s11926-017-0628-x,human,not_applicable,high
10.1007/s12017-010-8138-2,human,not_applicable,high
10.1007/s11926-019-0804-2,human,not_applicable,high
10.1007/s12018-026-09326-0,human,not_applicable,high
10.1007/s12026-010-8165-y,other,not_applicable,high
10.1007/s12026-013-8413-z,human,treatment,high
10.1007/s12026-014-8604-2,human,not_applicable,high
10.1007/s12031-021-01845-3,other,not_applicable,high
10.1007/s12035-013-8477-8,human,treatment,high
10.1007/s12035-014-8705-x,other,not_applicable,high
10.1007/s12035-015-9262-7,human,not_applicable,high
10.1007/s12035-013-8553-0,human,not_applicable,high
10.1007/s12035-015-9090-9,other,not_applicable,high
10.1007/s12026-018-9036-1,human,not_applicable,high
10.1007/s12035-015-9392-y,other,not_applicable,high
10.1007/s12035-016-0170-2,human,not_applicable,high
10.1007/s12035-016-0334-0,human,not_applicable,high
10.1007/s12035-017-0598-z,human,not_applicable,high
10.1007/s12035-016-9975-2,other,not_applicable,high
10.1007/s12035-018-0928-9,other,not_applicable,high
10.1007/s12035-019-1549-7,human,not_applicable,high
10.1007/s12098-011-0463-4,human,not_applicable,high
10.1007/s12160-012-9381-6,human,treatment,high
10.1007/s12035-020-01939-w,human,not_applicable,high
10.1007/s12035-018-1354-8,human,not_applicable,high
10.1007/s12160-012-9463-5,human,not_applicable,high
10.1007/s12192-012-0352-4,other,not_applicable,medium
10.1007/s12272-013-0235-y,animal,prevention,high
10.1007/s12471-016-0885-8,human,not_applicable,high
10.1007/s12529-012-9253-2,human,not_applicable,high
10.1007/s12529-012-9273-y,human,not_applicable,high
10.1007/s12529-017-9679-7,human,treatment,high
10.1007/s12529-017-9682-z,human,not_applicable,high
10.1007/s12529-018-9732-1,human,not_applicable,high
10.1007/s12529-012-9265-y,human,not_applicable,high
10.1007/s12529-022-10111-8,human,treatment,high
10.1007/s12529-023-10254-2,human,treatment,high
10.1007/s12640-020-00231-y,animal,treatment,high
10.1007/s12602-018-9397-8,human,treatment,high
10.1007/s12035-023-03784-z,human,not_applicable,high
10.1007/s12671-018-0945-9,human,not_applicable,high
10.1007/s13142-013-0229-9,other,not_applicable,high
10.1007/s13317-013-0051-x,human,not_applicable,high
10.1007/s13365-021-01002-x,human,not_applicable,high
10.1007/s15006-023-2894-z,human,not_applicable,high
10.1007/s40124-022-00261-4,human,not_applicable,high
10.1007/s15010-024-02386-8,human,not_applicable,high
10.1007/s40258-025-01006-2,other,not_applicable,high
10.1007/s13365-021-00949-1,human,not_applicable,high
10.1007/s40264-017-0593-3,human,prevention,high
10.1007/s40618-024-02334-1,human,not_applicable,high
10.1007/s40271-016-0171-2,human,not_applicable,high
10.1007/s40264-016-0456-3,human,not_applicable,high
10.1007/s41669-018-0071-6,human,not_applicable,high
10.1007/s42087-020-00123-9,human,treatment,high
10.1007/s40271-021-00540-0,human,not_applicable,high
10.1007/s43440-025-00808-4,human,treatment,high
10.1007/s44470-026-00079-7,human,not_applicable,high
10.1007/s43657-022-00060-3,other,not_applicable,high
10.1016/0002-9343(90)90172-a,human,treatment,high
10.1016/0002-9343(90)90173-b,human,treatment,high
10.1007/s44180-025-00227-0,human,not_applicable,high
10.1016/0002-9343(92)90265-d,human,not_applicable,high
10.1016/0002-9343(93)90183-p,human,treatment,high
10.1016/0002-9343(91)90150-v,human,not_applicable,high
10.1016/0002-9343(94)90095-7,human,treatment,high
10.1016/0002-9343(93)90310-l,human,not_applicable,high
10.1016/0003-9993(94)90088-4,human,not_applicable,high
10.1016/0005-7967(94)00077-w,human,treatment,high
10.1007/s44217-024-00282-9,human,not_applicable,high
10.1016/0006-3223(92)90187-5,human,not_applicable,high
10.1016/0006-3223(92)90087-g,human,treatment,high
10.1016/0006-3223(93)90100-r,human,not_applicable,high
10.1016/0006-3223(94)00121-i,human,not_applicable,high
10.1016/0006-3223(95)00131-x,human,treatment,high
10.1007/s40258-021-00635-7,human,not_applicable,high
10.1016/0022-3956(95)00040-2,human,not_applicable,high
