doi,drug_class,drug_name,confidence
10.1002/9780470514382.ch15,other,unspecified,high
10.1002/9780470514382.ch16,other,unspecified,low
10.1002/9780470514382.ch17,psychological,cognitive behaviour therapy,high
10.1002/9780470514382.ch18,psychological,psychological management,medium
10.1002/9780470514382.ch2,other,none,high
10.1002/9780470514382.ch3,other,unspecified,high
10.1002/9780470514382.ch6,other,unspecified,high
10.1002/9780470514382.ch4,other,not applicable,high
10.1002/9780470514382.ch5,other,none,high
10.1002/9780470514382.ch7,other,none,high
10.1002/9780470514382.ch8,other,unspecified,high
10.1002/9780470750902.ch7,other,unspecified,low
10.1002/9781118663721.ch36,other,unspecified,low
10.1002/acr.80090,other,unspecified,low
10.1002/acr.25210,other,multidisciplinary management,low
10.1002/acr.22639,other,none,high
10.1002/9781118453940.ch24,psychological,cognitive behavior therapy,high
10.1002/acn3.51631,other,none,high
10.1002/adsr.202300178,other,am-qtpa,low
10.1002/ajcp.12181,other,none,high
10.1002/advs.202302146,other,unspecified,high
10.1002/alz.085905,supplement,ubiquinone,high
10.1002/alz.089661,other,unspecified,high
10.1002/ana.22389,other,unspecified,high
10.1002/ana.22529,other,not applicable,high
10.1002/art.1780330311,other,not applicable,low
10.1002/ar.24953,other,electroacupuncture at bl15,high
10.1002/art.1780380510,other,none,high
10.1002/art.1780400215,other,none,high
10.1002/art.20779,other,ambulatory monitoring,high
10.1002/art.22124,exercise,incremental bicycle exercise test,high
10.1002/bap.17,psychological,psychotherapy,medium
10.1002/art.41405,other,none,high
10.1002/biof.1293,supplement,ubiquinol-10,high
10.1002/biof.1726,supplement,luteolin,high
10.1002/bmc.5379,supplement,danggui buxue tang,medium
10.1002/brb3.71428,exercise,tai chi exercise,high
10.1002/cbdv.202403506,supplement,hesperidin,high
10.1002/cbl.30019,other,none,high
10.1002/ccr3.6930,other,none,high
10.1002/brb3.71513,psychological,cognitive behavioral therapy,high
10.1002/ccr3.72725,other,therapeutic plasma exchange,high
10.1002/chin.199507342,other,di-2-ethylhexyl phthalate,low
10.1002/cdt3.74,other,none,high
10.1002/clc.20962,other,not applicable,high
10.1002/cph4.70098,other,unspecified,low
10.1002/cpp.1827,psychological,cognitive behaviour therapy,high
10.1002/cncr.27612,other,not applicable,high
10.1002/cph4.70056,other,unspecified,high
10.1002/brb3.2040,other,(-)-osu6162,high
10.1002/cpp.1906,psychological,metacognitions assessment tool,low
10.1002/cpp.2042,psychological,cognitive behavioural therapy,high
10.1002/clc.20227,other,not applicable,high
10.1002/cpp.2051,psychological,cognitive behavioral therapy,high
10.1002/cpp.2367,other,none,high
10.1002/cpp.2417,psychological,cognitive behavioural therapy,high
10.1002/cpp.70075,psychological,cognitive behavioral therapy,high
10.1002/cpp.793,psychological,mindfulness-based cognitive therapy,high
10.1002/ctm2.70346,other,unspecified,high
10.1002/cpp.757,psychological,metacognitive profiling,high
10.1002/ejp.1750,other,unspecified,high
10.1002/ehf2.12633,other,immunoadsorption,high
10.1002/fsn3.70424,other,unspecified,high
10.1002/ejp.701,other,none,high
10.1002/cyto.b.10034,other,none,high
10.1002/fsn3.71685,supplement,edible bird's nest,high
10.1002/glia.22687,anti-inflammatory,minocycline,high
10.1002/hbm.70505,other,neuroinflammation imaging (nii),low
10.1002/hep.22643,other,unspecified,high
10.1002/iid3.263,other,none,high
10.1002/j.1532-2149.2013.00429.x,other,unspecified,high
10.1002/ijc.2910420526,other,unspecified,high
10.1002/iub.572,other,unspecified,low
10.1002/hup.554,other,modafinil,high
10.1002/jcb.24883,other,unspecified,high
10.1002/j.1556-6676.1998.tb02391.x,other,unspecified,high
10.1002/jcla.20217,other,unspecified,high
10.1002/jcla.10079,other,unspecified,high
10.1002/hup.805,psychological,antidepressants (tricyclic and ssri),high
10.1002/jcla.20325,other,unspecified,low
10.1002/jcla.1860040617,other,unspecified,high
10.1002/jclp.20551,psychological,cognitive-behavioral therapy,high
10.1002/jclp.1040,other,unspecified,low
10.1002/jclp.20648,rehabilitation,buddy support program,high
10.1002/jclp.20676,psychological,cognitive-behavioral therapy,high
10.1002/jclp.20744,rehabilitation,activity modification within energy envelope,high
10.1002/jclp.20827,other,not applicable,high
10.1002/jclp.22593,other,cognitive behavioral therapy,high
10.1002/jcop.21984,psychological,social support intervention,low
10.1002/jclp.22692,other,none,high
10.1002/jclp.21880,other,none,high
10.1002/jcsm.13669,other,none (review article),high
10.1002/jcsm.12896,other,unspecified,high
10.1002/jem.35,other,none,high
10.1002/jgh3.12724,other,none,high
10.1002/jev2.12403,exercise,maximal cardiopulmonary exercise test,high
10.1002/jmri.25283,other,none,high
10.1002/jmri.26247,other,none,high
10.1002/jmv.10531,other,none,high
10.1002/jmv.1890190302,other,mu-antibody-capture elisa,high
10.1002/jmv.1890340209,other,none,high
10.1002/jmv.1890330303,other,unspecified,high
10.1002/jmv.1890460404,other,unspecified,high
10.1002/jmv.24810,other,unspecified,high
10.1002/jmv.1890420109,other,unspecified,high
10.1002/jmv.23411,antiviral,valganciclovir,high
10.1002/jmv.23713,antiviral,valganciclovir,high
10.1002/jmv.21873,other,none,high
10.1002/jmv.25744,other,unspecified,high
10.1002/jmv.28993,other,unspecified,low
10.1002/jmv.70769,other,unspecified,high
10.1002/mbo3.70333,other,unspecified,high
10.1002/jnr.25223,other,none,high
10.1002/jnr.25048,other,not applicable,high
10.1002/nbm.1315,other,not applicable,high
10.1002/jnr.25392,other,not applicable,high
10.1002/mus.20055,other,unspecified,high
10.1002/mnfr.200700075,other,unspecified,low
10.1002/nbm.1512,other,none,high
10.1002/nbm.1692,other,none,high
10.1002/nbm.3757,other,unspecified,high
10.1002/nep3.70007,other,unspecified,low
10.1002/nop2.70212,psychological,psychosocial nursing assessment,low
10.1002/oti.19,other,unspecified,high
10.1002/nbm.3261,other,none,high
10.1002/nop2.70391,other,unspecified,high
10.1002/oti.88,rehabilitation,occupational therapy programme,high
10.1002/nbm.2772,other,none,high
10.1002/pcn5.70111,other,"comprehensive treatment (pacing management, pharmacological treatments, psychiatric interventions)",low
10.1002/phy2.152,exercise,maximal exercise testing,high
10.1002/pcn5.70222,anti-inflammatory,hydrocortisone,high
10.1002/pnp.109,psychological,cognitive behavioural therapy and graded exercise,high
10.1002/pnp.698,other,unspecified,low
10.1002/pmrj.12867,psychological,yoga,high
10.1002/ptr.3499,immunomodulator,danggui buxue tang,high
10.1002/psb.1741,other,unspecified,low
10.1002/rmv.673,antiviral,zidovudine,medium
10.1002/rmv.2315,other,unspecified,low
10.1002/rmv.70070,other,unspecified,low
10.1002/smi.1233,psychological,social problem solving therapy,medium
10.1002/tre.776,other,unspecified,low
10.1002/smi.1185,other,unspecified,high
10.1002/sim.6579,other,none,high
10.1002/tsm2.133,other,none,high
10.1006/bmme.1996.0012,other,none,high
10.1006/bmme.1996.0036,other,none,high
10.1002/sscp.70137,other,unspecified,high
10.1006/clin.1996.4284,rehabilitation,nonpharmacological treatment,high
10.1006/clin.1997.4512,other,unspecified,high
10.1006/nimg.2002.1260,supplement,acetylcarnitine,high
10.1006/exmp.1999.2248,other,unspecified,high
10.1007/0-306-46835-2_21,other,unspecified,low
10.1006/mcpr.1998.0186,other,unspecified,high
10.1006/rtph.1996.0089,other,unspecified,high
10.1007/7854_2022_368,other,unspecified,low
10.1007/7854_2024_502,exercise,moderate intensity physical activity,high
10.1006/clin.1998.4554,other,none,high
10.1007/978-1-0716-4498-0_11,other,unspecified,high
10.1007/978-1-0716-4498-0_10,other,repeated cardiopulmonary exercise testing,high
10.1007/978-1-0716-4498-0_13,other,none,high
10.1007/978-1-0716-4498-0_12,other,none,high
10.1007/978-1-0716-4498-0_15,other,unspecified,high
10.1007/978-1-0716-4498-0_14,other,unspecified,high
10.1007/978-1-0716-4498-0_16,other,none,high
10.1007/978-1-0716-4498-0_1,other,none,high
10.1007/978-1-0716-4498-0_2,other,unspecified,high
10.1007/978-1-0716-4498-0_5,other,unspecified,high
10.1007/978-1-0716-4498-0_6,other,unspecified,low
10.1007/978-1-0716-4498-0_4,other,unspecified,high
10.1007/978-1-0716-4498-0_7,other,exercise challenge,low
10.1007/978-1-0716-4498-0_8,other,unspecified,high
10.1007/978-1-0716-4498-0_9,other,not applicable,high
10.1007/978-1-4612-4508-7_36,other,unspecified,low
10.1007/978-1-4612-4508-7_60,other,unspecified,low
10.1007/978-1-4612-4508-7_61,other,none,high
10.1007/978-1-4612-4508-7_62,other,unspecified,low
10.1007/978-1-4612-4508-7_64,other,unspecified,low
10.1007/978-1-4899-1016-5_38,other,unspecified,low
10.1007/978-1-4612-4508-7_68,other,unspecified,low
10.1007/978-1-4615-4709-9_90,supplement,branched chain amino acids (bcaa),high
10.1007/978-1-59745-008-9_23,other,unspecified,low
10.1007/978-1-60327-343-5_25,other,unspecified,high
10.1007/978-1-60327-571-2_21,supplement,omega-3 and omega-6 long-chain polyunsaturated fatty acids,medium
10.1007/978-1-61779-803-0_29,supplement,cocoa and dark chocolate,high
10.1007/978-3-031-55529-9_20,other,unspecified,low
10.1007/978-4-431-73464-2_9,other,unspecified,low
10.1007/bf00920633,other,none,high
10.1007/978-3-642-86812-2_34,other,unspecified,low
10.1007/bf00226856,supplement,coenzyme q10 (coq10),high
10.1007/bf00867358,other,none,high
10.1007/bf01324655,other,unspecified,low
10.1007/bf01776488,rehabilitation,rehabilitation,high
10.1007/bf01541666,other,unspecified,high
10.1007/978-1-60327-343-5_8,supplement,melatonin,high
10.1007/bf01826195,other,paced breathing,high
10.1007/bf01796268,other,none,high
10.1007/bf02195983,other,unspecified,high
10.1007/bf01977671,other,unspecified,low
10.1007/bf01875419,other,none,high
10.1007/bf02091794,psychological,unspecified,low
10.1007/bf02207934,other,silicone breast implant explanation (surgical removal),low
10.1007/bf02267720,other,none,high
10.1007/bf02267785,other,not applicable,high
10.1007/bf02318380,other,none,high
10.1007/bf02274883,other,unspecified,low
10.1007/bf02556297,other,none,low
10.1007/bf02506968,other,not applicable,high
10.1007/bf02246661,other,phenelzine,high
10.1007/bf02556303,other,treadmill walking,high
10.1007/bf02597420,other,none,high
10.1007/bf02628661,immunomodulator,transfer factor,high
10.1007/bf02628663,immunomodulator,transfer factor,high
10.1007/bf02628664,immunomodulator,transfer factor (immodin),high
10.1007/bf02688668,supplement,glyconutrients,high
10.1007/bf02628662,immunomodulator,anti-hhv-6 transfer factor,high
10.1007/bf02629522,other,none,high
10.1007/bf02688676,supplement,freeze-dried aloe vera gel extract,high
10.1007/bf02691201,other,unspecified,low
10.1007/bf03003071,other,none,high
10.1007/bf02884843,other,not applicable,high
10.1007/bf03040485,other,none,high
10.1007/bf03041320,other,none,high
10.1007/bf03043262,other,none,high
10.1007/bf03257157,other,influenza vaccine,high
10.1007/s00011-025-02158-6,other,atg13 genetic depletion,high
10.1007/s00018-018-2925-6,other,hpv vaccine (vlps),high
10.1007/bf02267980,supplement,sodium chloride,high
10.1007/s00018-022-04380-5,other,unspecified,low
10.1007/s00066-026-02553-w,other,proton beam radiotherapy,high
10.1007/s00052-023-00083-7,other,"chinese medicine (acupuncture, moxibustion, acupressure, qigong, phytotherapy)",high
10.1007/s00103-017-2546-5,other,unspecified,low
10.1007/s00109-004-0586-4,other,unspecified,high
10.1007/s00108-022-01369-x,other,unspecified,high
10.1007/s001060050275,other,unspecified,high
10.1007/s00112-021-01408-1,other,not applicable,high
10.1007/s00112-025-02293-8,psychological,interdisciplinary care model with online education,low
10.1007/s00112-025-02222-9,other,unspecified,high
10.1007/s00115-026-01944-9,psychological,psychotherapy,high
10.1007/s00210-026-05263-3,supplement,diosgenin,high
10.1007/s001150050045,psychological,cognitive behavioral therapy,high
10.1007/s001270050266,other,sofa scale,low
10.1007/s00213-021-05986-6,other,unspecified,high
10.1007/s00221-018-5301-8,other,none,high
10.1007/s00221-010-2296-1,other,none,high
10.1007/s00296-003-0355-7,antiviral,doxycycline,high
10.1007/s00296-014-3065-4,other,aluminum hydroxide vaccine adjuvant,medium
10.1007/s00115-022-01431-x,other,unspecified,low
10.1007/s00296-009-1122-1,other,fibrofatigue scale,high
10.1007/s00115-011-3446-9,psychological,antidepressants (serotonergic and noradrenergic),high
10.1007/s00380-009-1206-6,supplement,vitamin e (alpha-tocopherol),high
10.1007/s00213-002-1129-8,other,clonidine,high
10.1007/s00380-014-0510-y,other,unspecified,high
10.1007/s00380-015-0744-3,other,none,high
10.1007/s003930050239,other,unspecified,low
10.1007/s00417-013-2431-3,other,not applicable,high
10.1007/s00406-023-01661-3,other,none,high
10.1007/s00393-011-0825-3,other,unspecified,low
10.1007/s00421-007-0634-1,other,none,high
10.1007/s00394-024-03546-0,probiotic,"synbiotic mixture (l. rhamnosus dsm 32550, l. plantarum dsm 34532, b. lactis dsm 32269, b. longum dsm 32946, fructooligosaccharides, zinc)",high
10.1007/s00421-014-2910-1,other,none,high
10.1007/s00421-010-1670-9,other,none,high
10.1007/s00429-023-02682-3,other,none,high
10.1007/s00421-018-3913-0,exercise,aquatic exercise,high
10.1007/s00421-025-05759-5,exercise,aquatic exercise,high
10.1007/s00431-015-2626-1,other,not applicable,high
10.1007/s00404-008-0795-0,other,ethinylestradiol/desogestrel oral contraceptive,high
10.1007/s00431-023-05351-z,other,none,high
10.1007/s00431-026-07125-9,other,unspecified,high
10.1007/s00431-013-2058-8,psychological,cognitive behavioural therapy,high
10.1007/s00431-026-06995-3,other,unspecified,high
10.1007/s00431-024-05458-x,exercise,graded exercise therapy,high
10.1007/s00482-023-00761-2,psychological,multimodal pain therapy,medium
10.1007/s00787-005-0477-4,other,none,high
10.1007/s00482-026-00937-6,psychological,multimodal pain therapy with pacing and energy management,medium
10.1007/s00608-022-00989-8,other,unspecified,low
10.1007/s00508-024-02372-y,other,unspecified,low
10.1007/s00761-022-01102-1,other,unspecified,high
10.1007/s00739-026-01152-9,other,unspecified,low
10.1007/s00787-005-0493-4,other,unspecified,high
10.1007/s00787-009-0029-4,other,none,high
10.1007/s00787-021-01734-5,other,mental health screening (non-pharmacological),high
10.1007/s10067-005-1154-1,other,none,high
10.1007/s00482-021-00535-8,other,amitriptyline and duloxetine,medium
10.1007/s007870050114,other,none,high
10.1007/s10067-006-0433-9,other,unspecified,high
10.1007/s00787-020-01646-w,other,none,high
10.1007/s10067-010-1677-y,rehabilitation,graded exercise therapy,high
10.1007/s10067-009-1339-0,other,none,high
10.1007/s10067-011-1772-8,other,unspecified,high
10.1007/s10067-020-05528-z,other,unspecified,low
10.1007/s10067-023-06743-0,other,unspecified,high
10.1007/s10067-013-2308-1,other,none,high
10.1007/s10067-019-04447-y,other,silicone breast implants,high
10.1007/s10067-018-4009-2,other,no intervention studied,high
10.1007/s10067-012-1946-z,psychological,psychological intervention (not specified),high
10.1007/s10067-011-1702-9,other,none,high
10.1007/s10067-014-2793-x,other,none,high
10.1007/s10072-021-05786-y,other,none,high
10.1007/s10096-013-1996-4,other,none (diagnostic study),high
10.1007/s10165-010-0380-9,other,unspecified,high
10.1007/s10096-014-2095-x,other,herpes zoster infection (observational exposure),high
10.1007/s10165-004-0332-3,other,none,low
10.1007/s10286-002-0044-8,other,none,high
10.1007/s10286-002-0014-1,other,none,high
10.1007/s100960050420,other,unspecified,high
10.1007/s10286-008-0487-7,rehabilitation,endurance exercise training,high
10.1007/s10286-025-01172-2,other,unspecified,low
10.1007/s10354-026-01155-6,other,care guidance,high
10.1007/s10096-003-1062-8,immunomodulator,staphypan berna,high
10.1007/s10354-025-01113-8,supplement,"herbal preparations (ginseng, eleutherococcus, rhodiola, ginkgo, boswellia, curcuma, and others)",high
10.1007/s10464-011-9457-7,other,not applicable,high
10.1007/s10484-016-9331-3,other,not applicable,high
10.1007/s10865-008-9189-9,other,none,high
10.1007/s10865-004-0004-y,other,none,high
10.1007/s10484-022-09573-z,other,none - observational study,high
10.1007/s10566-019-09543-3,other,not applicable,high
10.1007/s10578-009-0147-8,other,not applicable,high
10.1007/s10865-009-9234-3,other,no intervention studied,high
10.1007/s10865-019-00010-x,psychological,cognitive-behavioural intervention,high
10.1007/s10880-025-10074-4,other,not applicable,high
10.1007/s10865-016-9720-3,other,sensory hypersensitivity scale (shs),high
10.1007/s10912-016-9390-8,other,not_applicable,high
10.1007/s10974-008-9128-y,other,unspecified,low
10.1007/s11011-013-9435-x,other,unspecified,high
10.1007/s11011-012-9324-8,other,none,high
10.1007/s11011-012-9316-8,other,none - observational study,high
10.1007/s11011-019-0388-6,other,none,high
10.1007/s11019-008-9126-2,other,none,high
10.1007/s11019-020-09945-4,other,unspecified,high
10.1007/s11019-013-9501-5,other,not applicable,low
10.1007/s11055-010-9250-3,other,poly i:c,medium
10.1007/s11055-023-01364-1,other,unspecified,low
10.1007/s11136-004-1693-y,other,unspecified,high
10.1007/s11101-022-09838-9,supplement,polyphenols,high
10.1007/s11065-005-3588-2,other,none,high
10.1007/s11136-011-0048-8,psychological,acceptance-based coping intervention,high
10.1007/s11136-011-9921-8,other,not applicable,high
10.1007/s11136-014-0737-1,other,none,high
10.1007/s11136-014-0705-9,other,not applicable,high
10.1007/s11136-015-1160-y,other,none,high
10.1007/s11136-016-1406-3,other,not applicable,high
10.1007/s11136-014-0819-0,other,none,high
10.1007/s11136-019-02411-6,other,none,high
10.1007/s11064-008-9620-1,supplement,hochu-ekki-to (tj-41),high
10.1007/s11136-019-02289-4,other,unspecified,high
10.1007/s11136-021-02919-w,other,none,high
10.1007/s11136-022-03199-8,other,unspecified,high
10.1007/s11136-019-02399-z,other,none,high
10.1007/s11136-023-03498-8,other,unspecified,high
10.1007/s11136-024-03794-x,other,not applicable,high
10.1007/s11136-024-03710-3,other,none,high
10.1007/s11136-024-03854-2,other,not applicable,high
10.1007/s11306-017-1264-1,other,metabolomics diagnostic method,high
10.1007/s11306-019-1620-4,other,none - diagnostic/biomarker study,high
10.1007/s11325-009-0305-z,other,none,high
10.1007/s11553-023-01070-3,other,not applicable,high
10.1007/s11325-025-03512-y,other,none,high
10.1007/s11606-007-0140-5,other,unspecified,high
10.1007/s11596-010-0225-y,exercise,running wheel exercise,high
10.1007/s11606-024-09290-9,other,observational study (no intervention),high
10.1007/s11655-020-3195-3,other,acupuncture,high
10.1007/s11553-023-01098-5,other,none,high
10.1007/s11673-018-9866-5,other,not applicable,high
10.1007/s11682-018-0029-4,other,unspecified,high
10.1007/s11682-018-9897-x,other,unspecified,high
10.1007/s11682-019-00119-2,other,none,high
10.1007/s11154-025-09996-z,other,sodium/glucose co-transporter 2 inhibitors,high
10.1007/s11882-010-0106-2,other,unspecified,high
10.1007/s11845-010-0585-0,other,none,high
10.1007/s11916-000-0050-2,other,unspecified,high
10.1007/s11916-003-0033-1,exercise,aerobic exercise,high
10.1007/s11916-003-0031-3,immunomodulator,intravenous immunoglobulin (ivig),high
10.1007/s11920-013-0353-8,other,none,high
10.1007/s11926-006-0036-0,other,unspecified,high
10.1007/s11926-008-0079-5,other,unspecified,low
10.1007/s11926-001-0006-5,other,unspecified,low
10.1007/s11926-007-0078-y,other,unspecified,low
10.1007/s11920-010-0105-y,other,unspecified,high
10.1007/s11926-012-0277-z,other,unspecified,low
10.1007/s11926-016-0577-9,other,not applicable,high
10.1007/s11926-019-0804-2,other,not applicable,high
10.1007/s11926-019-0823-z,other,not applicable,high
10.1007/s11926-017-0628-x,other,unspecified,high
10.1007/s12016-020-08824-3,other,unspecified,low
10.1007/s12018-026-09326-0,other,none,high
10.1007/s12026-013-8413-z,immunomodulator,unspecified,medium
10.1007/s12035-013-8477-8,supplement,coenzyme q10,high
10.1007/s12026-014-8604-2,other,hepatitis b vaccine,high
10.1007/s12026-018-9036-1,other,hpv vaccine,high
10.1007/s12026-010-8165-y,other,unspecified,high
10.1007/s12035-013-8553-0,immunomodulator,rituximab,medium
10.1007/s12031-021-01845-3,other,unspecified,high
10.1007/s12035-014-8705-x,other,unspecified,low
10.1007/s12035-015-9090-9,other,not applicable,high
10.1007/s12017-010-8138-2,other,unspecified,high
10.1007/s12035-015-9262-7,other,unspecified,high
10.1007/s12035-016-0170-2,other,unspecified,high
10.1007/s12035-016-0334-0,other,none,high
10.1007/s12035-017-0598-z,other,unspecified,high
10.1007/s12035-015-9392-y,supplement,n-3 polyunsaturated fatty acids (pufa),high
10.1007/s12035-016-9975-2,other,none (review article),high
10.1007/s12035-018-0928-9,other,unspecified,low
10.1007/s12035-019-1549-7,other,unspecified,high
10.1007/s12035-023-03784-z,other,unspecified,high
10.1007/s12192-012-0352-4,other,unspecified,low
10.1007/s12098-011-0463-4,other,none,high
10.1007/s12160-012-9381-6,exercise,qigong,high
10.1007/s12272-013-0235-y,supplement,ginseng acidic polysaccharide (wgpa),high
10.1007/s12035-020-01939-w,other,unspecified,low
10.1007/s12035-018-1354-8,other,unspecified,high
10.1007/s12160-012-9463-5,other,none,high
10.1007/s12471-016-0885-8,other,not applicable,high
10.1007/s12529-012-9265-y,other,unspecified,high
10.1007/s12529-012-9273-y,other,none,high
10.1007/s12529-012-9253-2,psychological,expectancy management / cognitive intervention,low
10.1007/s12529-017-9679-7,psychological,mindfulness- and relaxation-based ehealth interventions,high
10.1007/s12529-017-9682-z,other,none,high
10.1007/s12529-018-9732-1,other,not applicable,high
10.1007/s12529-023-10254-2,psychological,cognitive behavioral therapy,high
10.1007/s12602-018-9397-8,probiotic,probiotics,high
10.1007/s12529-022-10111-8,psychological,cognitive behavioral therapy,high
10.1007/s12671-018-0945-9,psychological,self-compassion intervention,high
10.1007/s13142-013-0229-9,other,not applicable,high
10.1007/s13365-021-01002-x,other,none,high
10.1007/s13317-013-0051-x,other,unspecified,high
10.1007/s13365-021-00949-1,other,unspecified,high
10.1007/s15006-023-2894-z,other,none,high
10.1007/s40258-021-00635-7,other,unspecified,high
10.1007/s40124-022-00261-4,other,unspecified,high
10.1007/s40258-025-01006-2,other,not applicable,high
10.1007/s40264-016-0456-3,other,human papillomavirus vaccine,high
10.1007/s40271-016-0171-2,other,patient empowerment survey,low
10.1007/s40264-017-0593-3,other,hpv vaccine,high
10.1007/s40271-021-00540-0,other,none,high
10.1007/s12640-020-00231-y,other,hemin,high
10.1007/s40618-024-02334-1,other,unspecified,high
