original_url,replication_url,description,result,replication_type,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,original_es_r,replication_es_r,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,field,discipline,subdiscipline,tags,validated,validated_person,replication_initiative_tag,source,explanation,confidence,ai_version
https://doi.org/10.31234/osf.io/f9e6p,https://doi.org/10.1038/s41586-025-10078-y,"Higher anxiety about COVID-19 is associated with greater endorsement of conspiracy beliefs about the virus's origin, spread, and potential cure.",reversal,close,,,,,,,,,,,,,,,783.0,0.17,r,"[0.101141682015372, 0.237237322578284]",0.001,<,,288.0,-0.10964,r,0.169999994353131,-0.109638453910448,"[-0.222401126447981, 0.00601565307492712]",0.06315,,,social sciences,psychology,,psychology; covid; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1016/j.cognition.2010.11.011,https://doi.org/10.1038/s41586-025-10078-y,Participants trained with staged input (starting small) achieve higher d-prime discrimination scores than those trained with randomly ordered input when learning center-embedded hierarchical grammars.,inconclusive,direct,,,,,,,,,,,,,,,27.0,1.51650670707142,d,"[0.642341389012431, 2.36740416717878]",0.001,=,,78.0,0.221601921587827,d,0.611432785788395,0.111403894867992,"[-0.224957392189563, 0.666712151939907]",0.3315,,,social sciences,psychology,,psychology; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1509/jmkr.48.2.403,https://doi.org/10.1038/s41586-025-10078-y,"Delegating decisions to surrogates depletes consumers' self-regulatory resources more than making the same decisions independently, impairing subsequent self-control even though delegation requires less effort.",reversal,direct,,,,,,,,,,,,,,,36.0,1.55186806061262,OR,"[0.180259539961658, 2.92347658126359]",0.01945665,=,two,274.0,0.296365776159249,OR,0.389444048184931,0.0711401669780458,"[-0.199745935854304, 0.792477488172803]",0.238964,,,social sciences,marketing,,business; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1016/j.cognition.2017.12.004,https://doi.org/10.1038/s41586-025-10078-y,"Need for Cognition moderates the effect of reward on cognitive effort, such that higher Need for Cognition is associated with greater reward-induced effort on demanding trials.",failure,direct,,,,,,,,,,,,,,,43.0,0.0382,r,"[0.00873245461489308, 0.0676675453851069]",0.008,=,,127.0,0.006363,r,0.376583421066466,0.00731157824858961,"[-0.00307468290171756, 0.0158006829017176]",0.1817,,,social sciences,psychology,,psychology; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1017/s0033291713000202,https://doi.org/10.1038/s41586-025-10078-y,"Cigarette smoking and cannabis use are equally strongly associated with psychotic-like experiences in young adults, with both substances showing comparable effect sizes.",failure,close,,,,,,,,,,,,,,,1929.0,0.00565972158666806,f²,"[0.00092414572501932, 0.0143912675070748]",4.407851e-11,=,two,1362.0,2.80119055467131e-05,f²,0.0750191269788328,0.00529255334346671,"[0.0, 0.00271926850899317]",0.8456167629028,,,social sciences,psychology,,psychology; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1037/a0018377,https://doi.org/10.1038/s41586-025-10078-y,Being a racial minority is negatively associated with reported levels of ethnic harassment in the workplace.,success,direct,,,,,,,,,,,,,,,226.0,-0.17,r,"[-0.372564237766199, 0.0325642377661991]",0.05,<,,2006.0,,,-0.129280763907674,-0.0921115624200481,,2.896871e-05,,,social sciences,psychology,,psychology; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1177/0003122414558919,https://doi.org/10.1038/s41586-025-10078-y,"Latent class analysis of U.S. adults identifies three distinct groups in their orientations toward science and religion: traditional (43%), modern (36%), and post-secular (21%).",failure,direct,,,,,,,,,,,,,,,2901.0,,,,0.001,<,,2164.0,,,,,,0.001,,,social sciences,sociology,,sociology; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1007/s13524-012-0173-1,https://doi.org/10.1038/s41586-025-10078-y,"The proportion of young married Indian women living in nuclear families increases over time, consistent with a nuclearization trend from 1992 to 2006.",failure,close,,,,,,,,,,,,,,,62721.0,0.0796910537758941,V,"[0.0718650220520647, 0.0875170854988555]",1.275424e-88,=,two,51995.0,,,0.0796910537758941,0.0271065113575452,,6.372e-10,,,social sciences,sociology,,sociology; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1101/2020.05.13.20101030,https://doi.org/10.1038/s41586-025-10078-y,"Higher county-level education, measured by math grade scores, is positively associated with faster COVID-19 outbreak rates across U.S. counties.",inconclusive,close,,,,,,,,,,,,,,,1140.0,-0.002,r,"[-0.00318904363392465, -0.00081095636607535]",0.001,<,,1142.0,2.71458,r,-0.432761611223067,0.249677214456275,"[-0.416903045383488, 5.84606304538349]",0.089,,,social sciences,psychology,,psychology; covid; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1016/j.obhdp.2015.07.006,https://doi.org/10.1038/s41586-025-10078-y,"Narcissism is negatively related to advice taking, with this relationship driven by narcissists' need for superiority and distrust of the advisor.",failure,direct,,,,,,,,,,,,,,,271.0,-0.015,r,"[-0.0248444431122465, -0.00515555688775353]",0.002954875,=,two,1062.0,-0.159,r,-0.180578779628654,-0.0558662819393527,"[-0.329712159558219, 0.0117121595582193]",0.069,,,social sciences,marketing,,business; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1177/0956797615581491,https://doi.org/10.1038/s41586-025-10078-y,"Greater variability in life satisfaction across time moderates the association between mean life satisfaction and mortality, such that high variability weakens the longevity benefits of high mean satisfaction.",reversal,close,,,,,,,,,,,,,,,4458.0,-0.09431068,r,"[-0.149310111353971, -0.0393112486460285]",0.001,<,,6126.243,,,-0.0502725873984653,0.00384184969039739,,0.7659299,,,social sciences,psychology,,psychology,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1086/698750,https://doi.org/10.1038/s41586-025-10078-y,A country's ratio of younger to older high-skilled workers negatively predicts national entrepreneurship rates.,failure,close,,,,,,,,,,,,,,,17554.0,-0.038,r,"[-0.0517197478917804, -0.0242802521082196]",4.435497e-07,=,two,21945.0,-0.0111713736,r,-0.520973710623285,-0.0724493186041142,"[-0.0413137559916724, 0.0189710087916724]",0.467592303204017,,,social sciences,economics,,economics; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1086/698750,https://doi.org/10.1038/s41586-025-10078-y,A higher share of senior-aged workers in a country is negatively associated with national entrepreneurship rates.,failure,close,,,,,,,,,,,,,,,17554.0,0.336,r,"[0.230161944834837, 0.441838055165163]",2.557983e-08,=,two,21945.0,0.1600581609,r,0.565418356265046,0.127257187325096,"[-0.0844527482241059, 0.404569070024106]",0.199491023748645,,,social sciences,economics,,economics; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1086/698750,https://doi.org/10.1038/s41586-025-10078-y,Countries with older normalized age distributions have lower entrepreneurship rates.,failure,close,,,,,,,,,,,,,,,17554.0,-0.376,r,"[-0.487717947118783, -0.264282052881217]",4.40956e-09,=,two,21945.0,-0.2075937048,r,-0.589880926564314,-0.14912766903628,"[-0.477380309468734, 0.0621928998687344]",0.131518495892005,,,social sciences,economics,,economics; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1086/698750,https://doi.org/10.1038/s41586-025-10078-y,Higher median age in a country is negatively associated with its entrepreneurship rate.,failure,close,,,,,,,,,,,,,,,393.0,-0.007,r,"[-0.00895996398454005, -0.00504003601545995]",1.783842e-07,=,two,491.0,-0.001640018918,r,-0.535871710241,-0.0535252616660195,"[-0.00763675782105059, 0.00435671998505059]",0.591944033472042,,,social sciences,economics,,economics; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1007/s10683-011-9295-3,https://doi.org/10.1038/s41586-025-10078-y,"When dictators have lower merit and higher productivity than recipients, they distribute shares significantly above the libertarian benchmark, deviating toward more equal allocations.",inconclusive,direct,,,,,,,,,,,,,,,9.0,,,,0.01,<,,30.0,,,0.652039268828047,0.62290859579959,,1.293e-05,,,social sciences,economics,,economics; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1007/s10683-011-9295-3,https://doi.org/10.1038/s41586-025-10078-y,"When the libertarian justice principle favors the dictator, dictators allocate significantly less than the accountability principle benchmark, self-servingly invoking the libertarian principle.",inconclusive,direct,,,,,,,,,,,,,,,21.0,,,,0.01,<,,108.0,,,0.490593604153328,0.559780431083535,,2.212e-12,,,social sciences,economics,,economics; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1007/s10683-011-9295-3,https://doi.org/10.1038/s41586-025-10078-y,"When dictators have higher merit and productivity than recipients, they distribute shares significantly above the accountability principle benchmark, favoring more equal outcomes.",inconclusive,direct,,,,,,,,,,,,,,,21.0,,,,0.01,<,,100.0,,,0.490593604153328,0.559114139730627,,1.544e-11,,,social sciences,economics,,economics; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1007/s10683-011-9295-3,https://doi.org/10.1038/s41586-025-10078-y,"When dictators outperform recipients on both merit and productivity, they distribute less than the egalitarian (equal-split) benchmark, keeping a self-servingly larger share.",inconclusive,direct,,,,,,,,,,,,,,,13.0,,,,0.01,<,,130.0,,,0.581925938035607,0.631363758077765,,1.651514e-20,,,social sciences,economics,,economics; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1007/s10683-011-9295-3,https://doi.org/10.1038/s41586-025-10078-y,"When dictators are lower-merit than recipients, they give less than the libertarian benchmark, retaining more than their productivity-based entitlement.",inconclusive,direct,,,,,,,,,,,,,,,38.0,,,,0.01,<,,218.0,,,0.386080486067513,0.601018830840962,,1.212482e-28,,,social sciences,economics,,economics; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1007/s10683-011-9295-3,https://doi.org/10.1038/s41586-025-10078-y,"When dictators both produce less and perform lower-quality work than recipients, they give less than the accountability principle's performance-weighted benchmark.",inconclusive,direct,,,,,,,,,,,,,,,29.0,,,,0.01,<,,188.0,,,0.432066862671747,0.604964853264072,,2.065688e-25,,,social sciences,economics,,economics; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1007/s10683-011-9295-3,https://doi.org/10.1038/s41586-025-10078-y,"When dictators outperform recipients on merit, they give less than the accountability principle's performance-weighted benchmark, favouring themselves over the norm.",inconclusive,direct,,,,,,,,,,,,,,,34.0,,,,0.01,<,,230.0,,,0.404627360217465,0.420885943505976,,1.969e-12,,,social sciences,economics,,economics; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1016/j.jesp.2015.11.008,https://doi.org/10.1038/s41586-025-10078-y,"The positive relationship between attitude certainty and temporal attitude stability is stronger when objective ambivalence is low, revealing a moderating interaction between these two attitude strength variables.",success,close,,,,,,,,,,,,,,,174.0,0.0307597633136095,f²,"[9.63435612978729e-05, 0.105709954993338]",0.02,=,,813.0,,,0.172747895837503,0.162596844673202,,2.996845e-06,,,social sciences,psychology,,psychology,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1016/j.leaqua.2009.06.005,https://doi.org/10.1038/s41586-025-10078-y,Openness to experience positively predicts leadership experiences in a developmental structural equation model linking early childhood traits to adult leadership.,success,direct,,,,,,,,,,,,,,,238.0,0.34,r,"[0.0812813295916392, 0.598718670408361]",0.01,<,two,215.0,0.164,r,0.164679870586351,0.219819463622692,"[0.0660018007729973, 0.261998199227003]",0.001,,,social sciences,business & management,management,business; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.3102/0002831211419490,https://doi.org/10.1038/s41586-025-10078-y,Language-minority children who enter kindergarten as initially fluent English proficient show faster English reading growth during elementary school than native English speakers.,failure,close,,,,,,,,,,,,,,,9189.0,0.144,r,"[0.0754012605410981, 0.212598739458902]",3.883797e-05,=,two,8043.0,0.039,r,0.04288058546232,0.039,"[-0.00411920765988118, 0.0821192076598812]",0.077,,,social sciences,education,,education; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1017/s0007123411000421,https://doi.org/10.1038/s41586-025-10078-y,"A society's aggregate level of emancipative values positively predicts individual non-violent protest participation over time, beyond individuals' own emancipative values.",success,close,,,,,,,,,,,,,,,118.0,1.04,r,"[0.823152916689262, 1.25684708331074]",7.465181e-16,=,two,31.0,1.090881,r,0.662431921675119,0.632784197516548,"[0.62124618980842, 1.56051581019158]",0.0,,,social sciences,political science,,political science; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1017/s0007123411000421,https://doi.org/10.1038/s41586-025-10078-y,The societal prevalence of emancipative values positively predicts individuals' propensity to engage in non-violent protest in a cross-national multilevel model.,success,close,,,,,,,,,,,,,,,73175.0,0.54,r,"[0.309917279901663, 0.770082720098337]",0.01,<,,59584.0,0.6521086,r,0.0170025352059406,0.0158113220296003,"[0.321354289799748, 0.982862910200252]",0.0,,,social sciences,political science,,political science; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1017/s0007123411000421,https://doi.org/10.1038/s41586-025-10078-y,"Individual emancipative values and the societal emancipative climate interact positively, amplifying non-violent protest participation beyond each factor's independent effect.",success,close,,,,,,,,,,,,,,,73175.0,0.99,r,"[0.655454335468054, 1.32454566453195]",0.01,<,,60452.0,1.37871,r,0.0214361518106416,0.0529212471663375,"[1.17137324993145, 1.58604675006855]",0.0,,,social sciences,political science,,political science; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1017/s0007123411000421,https://doi.org/10.1038/s41586-025-10078-y,"Individual emancipative values and the societal emancipative climate interact positively to predict non-violent protest, with the interaction term showing a significant amplifying effect.",success,close,,,,,,,,,,,,,,,73175.0,0.79,r,"[0.453397549262677, 1.12660245073732]",0.01,<,,59584.0,1.329412,r,0.0170025352059406,0.0462432939789915,"[1.09888613204476, 1.55993786795524]",0.0,,,social sciences,political science,,political science; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1017/s0007123411000421,https://doi.org/10.1038/s41586-025-10078-y,The societal prevalence of emancipative values has a significant positive ecological effect on individual non-violent protest participation across countries.,success,close,,,,,,,,,,,,,,,73175.0,0.83,r,"[0.665679794677817, 0.994320205322183]",0.01,<,,60452.0,0.8369925,r,0.0365732183140205,0.0397457058994287,"[0.669270541986969, 1.00471445801303]",0.0,,,social sciences,political science,,political science; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1016/j.socscimed.2017.03.014,https://doi.org/10.1038/s41586-025-10078-y,"Hispanic children in the U.S. show significantly lower levels of internalizing or externalizing behavior problems than the reference group, net of neighborhood and family characteristics.",success,close,,,,,,,,,,,,,,,10730.0,0.00353,f²,"[0.0, 0.00139046784394919]",0.05745994,=,two,319.0,0.0357095096827598,f²,-0.0644675533728675,-0.18568334947196,"[0.00061558717884875, 0.118541129992643]",0.01789506,,,social sciences,psychology,,psychology; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1016/j.obhdp.2009.06.003,https://doi.org/10.1038/s41586-025-10078-y,Individuals contribute less to a public good when the outcome distribution includes a prospect of personal loss compared to a fixed-value public goods dilemma.,reversal,close,,,,,,,,,,,,,,,62.0,0.0775409836065574,f²,"[0.0, 0.275183698346401]",0.03352782,=,two,403.237,,,0.268255573645216,0.0114198499162639,,0.322766,,,social sciences,marketing,,business,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1177/0956797618756862,https://doi.org/10.1038/s41586-025-10078-y,"Participants more frequently choose the tribe whose distinctive attributes are positive (frequent positive condition) over the tribe with frequent negative attributes, demonstrating an intergroup evaluation bias driven by distinctive information.",failure,direct,,,,,,,,,,,,,,,208.0,0.50574947073413,OR,"[-0.0440156033842826, 1.05551454485254]",0.069,=,,1245.0,0.0541225469099282,OR,0.125957868413945,0.0117444372887302,"[-0.170961038969012, 0.279206132788868]",0.679,,,social sciences,psychology,,psychology; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1177/0956797618756862,https://doi.org/10.1038/s41586-025-10078-y,"Participants more frequently choose the tribe with diverse negative attributes over the tribe with shared negative attributes, reflecting differential evaluation driven by distinctiveness of group information.",failure,direct,,,,,,,,,,,,,,,223.0,0.817671994752976,OR,"[0.266865631633699, 1.36847835787225]",0.003,=,,530.0,0.109111442552344,OR,0.197404685520559,0.0234491018454543,"[-0.23245058280307, 0.450673467907758]",0.589,,,social sciences,psychology,,psychology; direct replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1037/xge0000157,https://doi.org/10.1038/s41586-025-10078-y,The money-priming literature in Vohs's (2015) Table 1 does not show statistically significant excess of positive findings beyond what study power would predict.,failure,close,,,,,,,,,,,,,,,,,,,0.06,=,one,,,,,,,0.1298,,,social sciences,psychology,,psychology; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1037/xge0000157,https://doi.org/10.1038/s41586-025-10078-y,The distribution of p-values in the money-priming literature is inconsistent with the studies having adequate power (approximately 33%) to detect the effect.,failure,close,,,,,,,,,,,,,,,,,,,0.032,=,,,,,,,,0.991,,,social sciences,psychology,,psychology; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1037/xge0000157,https://doi.org/10.1038/s41586-025-10078-y,"Funnel plot asymmetry, assessed by Egger's test, is not statistically significant in the set of money-priming studies reported in Vohs's (2015) Table 1.",failure,close,,,,,,,,,,,,,,,,,,,0.001,=,,,,,0.673916440594594,,,0.483959,,,social sciences,psychology,,psychology; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
https://doi.org/10.1037/xge0000157,https://doi.org/10.1038/s41586-025-10078-y,"The money-priming literature shows statistically significant excess significance, indicating more positive results than the studies' statistical power would be expected to produce.",success,close,,,,,,,,,,,,,,,,,,,0.017,=,one,,,,,,,0.0,,,social sciences,psychology,,psychology; close replication,no,,socsci_2026,DARPA SCORE program; Tyner et al. (2026) Nature doi:10.1038/s41586-025-10078-y,,high,claude-sonnet-4-6
