doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1016/j.carbpol.2013.04.013,converted,no,no,other,not_applicable,yes,,nattokinase|drug delivery|nanospheres|in vitro study|materials science,,,,,,,,
10.1016/j.clinthera.2013.07.129,converted,yes,yes,other,not_applicable,no,,nattokinase | antithrombotic | fibrinolytic | animal model | cardiovascular,PP100—Potential of nattokinase as an antithrombotic &amp; fibrinolytic agent,Clinical Therapeutics,2013,Trupti Shirole; S.L. Sharma; A.G. Jagtap,35,8,e47,https://doi.org/10.1016/j.clinthera.2013.07.129
10.1016/j.colsurfb.2014.01.034,converted,no,no,other,not_applicable,yes,,materials science | coating | in vitro,,,,,,,,
10.1016/j.colsurfb.2017.08.009,converted,yes,no,other,not_applicable,yes,review,nattokinase|drug delivery|dendrimer|thrombolysis|preclinical,Synthesis of PEGylated polyglutamic acid peptide dendrimer and its application in dissolving thrombus,Colloids and Surfaces B: Biointerfaces,2017,Shao-Fei Zhang; Chunmei Gao; Shaoyu Lü; Jiujun He; Mingzhu Liu; Can Wu; Yijing Liu; Xinyu Zhang; Zhen Liu,159,,284-292,https://doi.org/10.1016/j.colsurfb.2017.08.009
10.1016/j.colsurfb.2018.12.026,converted,no,no,other,not_applicable,yes,,materials science|membrane modification|anticoagulant protein immobilization,,,,,,,,
10.1016/j.crmicr.2025.100347,converted,no,no,other,not_applicable,yes,,natto fermentation | food science | nattokinase production | microbiology,,,,,,,,
10.1016/j.ejps.2020.105241,converted,no,no,other,not_applicable,yes,,nattokinase|cancer|drug-delivery|nanoparticles|preclinical,,,,,,,,
10.1016/j.ejphar.2014.10.024,converted,yes,no,other,not_applicable,yes,review,nattokinase|mechanisms|cerebral ischemia|in vitro|preclinical,Mechanisms of Nattokinase in protection of cerebral ischemia,European Journal of Pharmacology,2014,Hongrui Ji; Liang Yu; Keyu Liu; Zhigang Yu; Qian Zhang; Fengjuan Zou; Bo Liu,745,,144-151,https://doi.org/10.1016/j.ejphar.2014.10.024
10.1016/j.enzmictec.2010.08.003,converted,no,no,other,not_applicable,yes,,fibrinolytic enzyme|enzyme characterization|in vitro assay,,,,,,,,
10.1016/j.esxm.2020.10.010,converted,no,no,case_series,not_applicable,yes,,Peyronie's disease | self-injection adverse event | case report,,,,,,,,
10.1016/j.fct.2015.12.025,converted,no,no,other,not_applicable,yes,review,nattokinase|toxicology|safety assessment|preclinical,,,,,,,,
10.1016/j.fbp.2017.01.006,converted,no,no,other,not_applicable,yes,review,nattokinase separation | magnetic nanoparticles | protein isolation,,,,,,,,
10.1016/j.fochx.2025.103430,converted,no,no,other,not_applicable,yes,,fermentation|natto production|nattokinase activity|food science,,,,,,,,
10.1016/j.febslet.2010.11.011,converted,no,no,not_applicable,not_applicable,yes,,protein folding | molecular biology | enzyme engineering,,,,,,,,
10.1016/j.heliyon.2024.e24868,converted,no,no,other,not_applicable,yes,,nattokinase|pancreatic lipase|molecular docking|in vitro study|obesity,,,,,,,,
10.1016/j.fshw.2023.02.042,converted,no,no,other,not_applicable,yes,,nattokinase|amyloid-beta|Alzheimer disease|preclinical,,,,,,,,
10.1016/j.heliyon.2023.e17951,converted,no,yes,rct,phase_2,yes,,nattokinase|skin temperature|cold water immersion|peripheral circulation|healthy volunteers,,,,,,,,
10.1016/j.heliyon.2024.e28835,converted,no,yes,other,not_applicable,yes,,nattokinase|diabetes|animal model|preclinical,,,,,,,,
10.1016/j.ifset.2014.05.015,converted,yes,yes,other,not_applicable,no,,nattokinase|soy nutraceuticals|oral delivery|thrombosis prevention|animal model,Processing of soy functional food using high pressure homogenization for improved nutritional and therapeutic benefits,Innovative Food Science &amp; Emerging Technologies,2014,Rohit Kapoor; Shruti Pathak; Abul Kalam Najmi; Vidhu Aeri; Bibhu Prasad Panda,26,,490-497,https://doi.org/10.1016/j.ifset.2014.05.015
10.1016/j.foodres.2020.109686,converted,no,no,other,not_applicable,yes,review,nattokinase production | fermentation | metabolomics | soymilk,,,,,,,,
10.1016/j.ijbiomac.2017.12.140,converted,no,no,other,not_applicable,yes,,preclinical|protein engineering|anticoagulant|rodent safety,,,,,,,,
10.1016/j.heliyon.2024.e26849,converted,no,no,other,not_applicable,yes,,fermentation|food science|legumes|natto production,,,,,,,,
10.1016/j.ijfoodmicro.2010.06.018,converted,no,no,other,not_applicable,yes,,genetically modified bacteria|safety assessment|intestinal microbiota|animal study,,,,,,,,
10.1016/j.jds.2025.10.022,converted,no,no,other,not_applicable,yes,,nattokinase | gingival fibroblasts | in vitro | periodontal disease,,,,,,,,
10.1016/j.jbiotec.2016.05.034,converted,no,no,other,not_applicable,yes,,protein expression | E. coli | inclusion bodies | renaturation,,,,,,,,
10.1016/j.jep.2019.112099,converted,no,no,other,not_applicable,yes,,phytochemistry|anticoagulant|in vitro,,,,,,,,
10.1016/j.jfda.2014.03.005,converted,no,yes,other,not_applicable,yes,,nattokinase | blood pressure | hypertension | animal model | fermented beans,,,,,,,,
10.1016/j.jfda.2015.06.008,converted,no,no,other,not_applicable,yes,,nattokinase|fermentation|animal model|hypertension,,,,,,,,
10.1016/j.jff.2020.104251,converted,no,yes,other,not_applicable,yes,,nattokinase | inflammatory bowel disease | gut microbiota | DSS-induced colitis,,,,,,,,
10.1016/j.jpba.2020.113264,converted,no,no,other,not_applicable,yes,protocol,pharmacokinetics | detection method | animal model | preclinical,,,,,,,,
10.1016/j.lfs.2020.118890,converted,no,no,other,not_applicable,yes,protocol,nattokinase | GLP-1 fusion | preclinical | animal models | diabetes,,,,,,,,
10.1016/j.jmgm.2004.10.002,converted,no,no,other,not_applicable,yes,,structural biology | enzyme modeling | computational chemistry,,,,,,,,
10.1016/j.msec.2019.02.081,converted,no,no,other,not_applicable,yes,protocol,nattokinase | drug delivery | materials science | preclinical,,,,,,,,
10.1016/j.msec.2016.09.049,converted,no,no,other,not_applicable,yes,,amyloid degradation | serratiopeptidase | insulin amyloids | zebrafish model | in vitro study,,,,,,,,
10.1016/j.msec.2020.110697,converted,no,no,other,not_applicable,yes,,nanopolymer drug delivery | colon cancer | thrombosis | in vitro study,,,,,,,,
10.1016/j.nbt.2010.09.003,converted,no,no,other,not_applicable,yes,review,nattokinase purification | enzyme characterization | Bacillus subtilis | fibrinolytic enzyme | preclinical,,,,,,,,
10.1016/j.pep.2016.07.008,converted,no,no,not_applicable,not_applicable,yes,,biotechnology|protein expression|promoter engineering|Bacillus subtilis,,,,,,,,
10.1016/j.nutres.2009.01.009,converted,yes,yes,other,phase_2,no,,nattokinase|fibrinolytic activity|coagulation factors|cardiovascular risk|nutraceutical intervention,"Nattokinase decreases plasma levels of fibrinogen, factor VII, and factor VIII in human subjects",Nutrition Research,2009,Chien-Hsun Hsia; Ming-Ching Shen; Jen-Shiou Lin; Yao-Ke Wen; Kai-Lin Hwang; Thau-Ming Cham; Nae-Cherng Yang,29,3,190-196,https://doi.org/10.1016/j.nutres.2009.01.009
10.1016/j.nbt.2010.06.003,converted,no,no,other,not_applicable,yes,protocol,nattokinase production|fermentation|Bacillus subtilis|bioprocess optimization,,,,,,,,
10.1016/j.phyplu.2023.100472,converted,yes,yes,other,not_applicable,no,,nattokinase|cardiovascular protection|myocardial infarction|animal model|preclinical,Myocardial infarction model induced by isoproterenol in rats and potential cardiovascular protective effect of a nattokinase-containing hard capsule,Phytomedicine Plus,2023,Van Anh Pham; Ha Thai Tran; Thanh Phuong Mai; Lien Huong Nguyen; Van Hong Nguyen; Thang Huu Nguyen; Son Song Bui; An Van Vu; Ha Thanh Do; Quang Vinh Trinh,3,3,100472,https://doi.org/10.1016/j.phyplu.2023.100472
10.1016/j.redox.2020.101500,converted,yes,no,other,not_applicable,yes,review,nattokinase|anti-thrombotic|inflammation|oxidative stress|mechanistic study,"Breaking the vicious loop between inflammation, oxidative stress and coagulation, a novel anti-thrombus insight of nattokinase by inhibiting LPS-induced inflammation and oxidative stress",Redox Biology,2020,Hao Wu; Ying Wang; Yupeng Zhang; Feng Xu; Jiepeng Chen; Lili Duan; Tingting Zhang; Jian Wang; Fengjiao Zhang,32,,101500,https://doi.org/10.1016/j.redox.2020.101500
10.1016/s0024-3205(03)00426-0,converted,yes,yes,other,not_applicable,no,,nattokinase|dietary supplementation|intimal thickening|thrombolysis|animal model,"Dietary supplementation of fermented soybean, natto, suppresses intimal thickening and modulates the lysis of mural thrombi after endothelial injury in rat femoral artery",Life Sciences,2003,Yasuhiro Suzuki; Kazunao Kondo; Yuji Matsumoto; Bing-Qing Zhao; Kenichi Otsuguro; Tetsuya Maeda; Yoshinori Tsukamoto; Tetsumei Urano; Kazuo Umemura,73,10,1289-1298,https://doi.org/10.1016/s0024-3205(03)00426-0
10.1016/j.yrtph.2019.02.006,converted,yes,no,other,not_applicable,yes,review,nattokinase|cardiovascular disease|toxicity|genotoxicity|preclinical safety,"Acute toxicity and genotoxicity evaluations of Nattokinase, a promising agent for cardiovascular diseases prevention",Regulatory Toxicology and Pharmacology,2019,Hao Wu; Huan Wang; Feng Xu; Jiepeng Chen; Lili Duan; Fengjiao Zhang,103,,205-209,https://doi.org/10.1016/j.yrtph.2019.02.006
10.1021/acs.jafc.0c07238,converted,no,no,other,not_applicable,yes,,biochemistry | enzyme mechanism | protein folding,,,,,,,,
10.1016/s0899-9007(02)00853-5,converted,yes,yes,other,not_applicable,no,,nattokinase|fermented soybean|intimal thickening|fibrinolytic activity|vascular injury,Dietary supplementation with fermented soybeans suppresses intimal thickening,Nutrition,2003,Yasuhiro Suzuki; Kazunao Kondo; Hideyuki Ichise; Yoshinori Tsukamoto; Tetsumei Urano; Kazuo Umemura,19,3,261-264,https://doi.org/10.1016/s0899-9007(02)00853-5
10.1021/acsmacrolett.0c00054,converted,no,no,not_applicable,not_applicable,yes,,nanoparticles|drug-delivery|chemistry|preclinical,,,,,,,,
10.1021/acs.langmuir.1c01020,converted,no,no,other,not_applicable,yes,,optical detection method | fibrinolysis assay | nattokinase characterization,,,,,,,,
10.1021/acs.jafc.2c08718,converted,no,yes,other,not_applicable,yes,,nattokinase|stroke|neurogenesis|animal model|rat study,,,,,,,,
10.1021/bp070108j,converted,no,no,other,not_applicable,yes,,biotechnology|protein production|bacterial engineering,,,,,,,,
10.1021/bp070109b,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | recombinant enzyme | microbiology,,,,,,,,
10.1021/acssynbio.9b00355,converted,no,no,not_applicable,not_applicable,yes,,synthetic biology | protein expression | Bacillus | genetic engineering,,,,,,,,
10.1021/jf000020k,converted,no,no,other,not_applicable,yes,,enzyme purification|characterization|preclinical,,,,,,,,
10.1021/jf050264a,converted,no,no,other,not_applicable,yes,,protein expression | recombinant nattokinase | biotechnology,,,,,,,,
10.1021/jf100445a,converted,no,no,other,not_applicable,yes,,Bacillus subtilis | protein production | nattokinase production | biotechnology,,,,,,,,
10.1021/jf8024198,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | enzyme engineering,,,,,,,,
10.1021/jf100290h,converted,no,no,other,not_applicable,yes,review,nattokinase purification | enzyme characterization | biochemistry | in vitro study,,,,,,,,
10.1021/jf104656m,converted,no,no,other,not_applicable,yes,,genetically modified lactic acid bacteria | nattokinase allergenicity | murine safety model | preclinical research,,,,,,,,
10.1021/jf803072r,converted,no,no,other,not_applicable,yes,review,nattokinase|amyloid degradation|in vitro study|biochemistry,,,,,,,,
10.1038/s41467-025-59368-z,converted,no,no,not_applicable,not_applicable,yes,,protein refolding | covalent organic frameworks | materials science,,,,,,,,
10.1021/jf901861v,converted,no,no,other,not_applicable,yes,,nattokinase purification|enzyme characterization|fibrinolytic activity|in vitro study,,,,,,,,
10.1038/srep11601,converted,no,yes,rct,phase_1,yes,,nattokinase|coagulation|fibrinolysis|healthy subjects|mechanistic study,,,,,,,,
10.1039/c2fo10245e,converted,no,no,other,not_applicable,yes,review,nattokinase|ACE inhibition|in vitro study|fermented food|mechanisms,,,,,,,,
10.1039/c4ra02626h,converted,no,no,other,not_applicable,yes,review,nattokinase|enzyme modification|in vitro|thrombolysis|stability,,,,,,,,
10.1038/s41598-026-38130-5,converted,yes,yes,cross_sectional,not_applicable,no,,nattokinase fibrinolysis | blood group variability | in vitro clot lysis | cardiovascular disease,Discovery of age and blood group associated variability in nattokinase mediated thrombolysis and its relevance to cardiovascular management,Scientific Reports,2026,Tirth Chetankumar Bhatt; Ashok Kumar Bishoyi,16,1,7690,https://doi.org/10.1038/s41598-026-38130-5
10.1039/c5tb00444f,converted,no,no,other,not_applicable,yes,,materials science | polymer chemistry | drug delivery,,,,,,,,
10.1039/c5nr07070h,converted,no,no,other,not_applicable,yes,,nanotechnology | materials science | cell capture | nanofiber fabrication,,,,,,,,
10.1039/c8fo02324g,converted,yes,yes,rct,phase_2,no,,nattokinase|hemostasis|fibrinolytic|hypercholesterolemia|cardiovascular prevention,"The effects of nattokinase supplementation on collagen–epinephrine closure time, prothrombin time and activated partial thromboplastin time in nondiabetic and hypercholesterolemic subjects",Food &amp; Function,2019,Hye Jin Yoo; Minkyung Kim; Minjoo Kim; Ayoung Lee; Chunmei Jin; Sung Pyo Lee; Tae Su Kim; Sang-Hyun Lee; Jong Ho Lee,10,5,2888-2893,https://doi.org/10.1039/c8fo02324g
10.1039/c9fo90033k,converted,no,no,other,not_applicable,yes,editorial,correction|erratum|nattokinase|coagulation,,,,,,,,
10.1039/c8ra04273j,converted,no,no,other,not_applicable,yes,,drug-delivery|microcapsules|materials-science|in-vitro,,,,,,,,
10.1039/d0fo02349c,converted,no,no,other,not_applicable,yes,,drug delivery | microparticles | formulation | preclinical,,,,,,,,
10.1039/d4sc02058h,converted,no,no,not_applicable,not_applicable,yes,,enzyme engineering | protein design | molecular dynamics simulation,,,,,,,,
10.1042/bj20050772,converted,no,no,other,not_applicable,yes,,enzyme kinetics | molecular dynamics | protein engineering | structural biology,,,,,,,,
10.1051/lait~2006004,converted,no,no,other,not_applicable,yes,,cheese ripening | food science | proteolysis | nattokinase enzyme application,,,,,,,,
10.1080/01496395.2012.719564,converted,no,no,other,not_applicable,yes,,nattokinase purification | magnetic nanoparticles | protein separation | biochemical engineering,,,,,,,,
10.1074/jbc.m101751200,converted,no,no,other,not_applicable,yes,review,nattokinase|mechanism|fibrinolysis|PAI-1|laboratory,,,,,,,,
10.1080/03639040601050247,converted,no,no,other,not_applicable,yes,,pharmaceutical formulation | drug delivery | nattokinase stabilization | in vitro testing,,,,,,,,
10.1080/08905436.2017.1413986,converted,no,no,other,not_applicable,yes,,preclinical|enzyme expression|metagenomic isolation|fermented foods,,,,,,,,
10.1080/08998280.2015.11929198,converted,yes,no,case_series,not_applicable,yes,editorial,nattokinase|anticoagulation|case report|mechanical valve|warfarin,Consequence of Patient Substitution of Nattokinase for Warfarin After Aortic Valve Replacement with a Mechanical Prosthesis,Baylor University Medical Center Proceedings,2015,Maqsood M. Elahi; Charles H. Choi; Subbareddy Konda; Jay G. Shake,28,1,81-82,https://doi.org/10.1080/08998280.2015.11929198
10.1080/10408398.2021.1910481,converted,no,no,other,not_applicable,yes,review,nattokinase | vitamin D | vitamin K2 | phosphocalcic metabolism | cardiovascular health,,,,,,,,
10.1080/19476337.2013.848472,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | Bacillus subtilis | GABA production,,,,,,,,
10.1088/1755-1315/707/1/012008,converted,no,no,other,not_applicable,yes,,bacterial protease|fibrinolysis|thrombolysis|Bacillus tequilensis,,,,,,,,
10.1080/14786419.2010.528759,converted,no,no,other,not_applicable,yes,,nattokinase|liposome|formulation|encapsulation|in vitro,,,,,,,,
10.1088/1755-1315/755/1/012016,converted,no,no,other,not_applicable,yes,review,proteolytic enzymes|sea cucumber|in vitro screening|fibrinolysis|nattokinase comparison,,,,,,,,
10.1089/jmf.2019.0183,converted,yes,yes,rct,phase_2,no,,nattokinase | stroke | ischemic stroke | nutraceutical supplement | rehabilitation,Nattospes as Effective and Safe Functional Supplements in Management of Stroke,Journal of Medicinal Food,2020,Phuong T. Pham; Bo Han; Ba X. Hoang,23,8,879-885,https://doi.org/10.1089/jmf.2019.0183
10.1089/ten.tec.2013.0051,converted,no,no,other,not_applicable,yes,,mesenchymal stem cells | fibrin gels | cell extraction | tissue engineering | nattokinase as tool,,,,,,,,
