doi,study_design,confidence
10.1155/vmi/5582663,animal_in_vivo,high
10.1159/000097758,non_randomized_trial,high
10.1164/rccm.201908-1567oc,animal_in_vivo,high
10.1165/rcmb.2010-0288oc,animal_in_vivo,high
10.1165/rcmb.2011-0194oc,animal_in_vivo,high
10.1165/rcmb.2016-0174oc,animal_in_vivo,high
10.1177/00912700022008900,formulation_pk,high
10.1177/0145561320957237,in_vitro,high
10.1177/0194599820933170,other,high
10.1177/095632029000100501,human_challenge,high
10.1177/106002808501901201,observational,low
10.1177/135965359900400302,human_challenge,high
10.1177/23743735231151554,observational,high
10.1183/13993003.congress-2024.oa1966,animal_in_vivo,high
10.1183/13993003.congress-2024.oa5462,animal_in_vivo,high
10.1183/13993003.congress-2025.oa1187,animal_in_vivo,high
10.1183/13993003.congress-2025.pa3911,non_randomized_trial,high
10.1183/23120541.00199-2024,human_challenge,high
10.1186/1465-9921-11-108,rct,high
10.1186/1465-9921-14-124,rct,high
10.1186/1465-9921-8-38,animal_in_vivo,high
10.1186/1472-6882-12-147,rct,high
10.1186/1939-4551-7-18,case_series,high
10.1186/2049-6958-9-57,rct,high
10.1186/cc13171,animal_in_vivo,high
10.1186/s12879-024-09137-y,rct,high
10.1186/s12865-023-00573-0,animal_in_vivo,high
10.1186/s12931-015-0281-8,rct,high
10.1186/s12931-024-02718-0,ex_vivo,high
10.1186/s12974-023-02960-1,animal_in_vivo,high
10.1186/s12985-015-0387-0,animal_in_vivo,high
10.1186/s12985-022-01953-5,animal_in_vivo,high
10.1186/s12985-019-1266-x,animal_in_vivo,high
10.1186/s12985-023-02282-x,in_vitro,high
10.1186/s12985-025-02678-x,animal_in_vivo,high
10.1186/s12985-026-03155-9,animal_in_vivo,high
10.1186/s13020-022-00635-2,in_vitro,high
10.1186/s13063-020-04634-2,rct,high
10.1186/s13063-020-04963-2,rct,high
10.1186/s13063-022-06685-z,rct,high
10.1186/s13578-021-00638-w,animal_in_vivo,high
10.1186/s41120-023-00072-x,formulation_pk,high
10.1194/jlr.m037077,animal_in_vivo,high
10.1194/jlr.m055723,animal_in_vivo,high
10.1208/s12249-024-02986-5,formulation_pk,high
10.1211/0022357001777225,animal_in_vivo,high
10.12688/f1000research.51270.2,other,high
10.1371/journal.pgph.0000231,observational,medium
10.1371/journal.pone.0014320,animal_in_vivo,high
10.12998/wjcc.v10.i32.11665,other,high
10.1371/journal.pone.0049394,animal_in_vivo,high
10.1371/journal.pone.0040499,animal_in_vivo,high
10.1371/journal.pone.0068685,animal_in_vivo,high
10.1371/journal.pone.0128794,animal_in_vivo,high
10.1371/journal.pone.0237480,in_vitro,high
10.1371/journal.pone.0246803,formulation_pk,high
10.1371/journal.pone.0259943,in_vitro,high
10.1371/journal.pone.0316700,formulation_pk,high
10.1371/journal.ppat.1009427,animal_in_vivo,high
10.1371/journal.ppat.1010782,animal_in_vivo,high
10.1378/chest.102.1.284,ex_vivo,high
10.15386/mpr-1817,other,high
10.15574/pp.2016.65.27,non_randomized_trial,high
10.15789/1563-0625-eoi-2300,non_randomized_trial,high
10.17816/ci636443,other,high
10.17816/ci698401,animal_in_vivo,high
10.18699/ssmj20250107,animal_in_vivo,high
10.18103/mra.v10i3.2752,non_randomized_trial,high
10.19112/2413-6174-2020-21-3-3-23,in_silico,low
10.20953/1729-9225-2020-4-33-41,non_randomized_trial,high
10.20538/1682-0363-2022-2-48-59,non_randomized_trial,high
10.21203/rs.3.rs-500168/v1,non_randomized_trial,high
10.2139/ssrn.4063814,rct,high
10.21467/preprints.36,other,high
10.2147/idr.s391630,non_randomized_trial,high
10.2147/ijgm.s167123,formulation_pk,high
10.2147/ijgm.s328486,rct,high
10.2147/ijgm.s476707,rct,high
10.2147/ijn.s328090,animal_in_vivo,high
10.2147/ijn.s448005,in_vitro,high
10.2147/ijn.s423251,formulation_pk,high
10.2147/ijn.s512509,animal_in_vivo,high
10.2147/ijn.s53622,animal_in_vivo,high
10.2147/itt.s470319,in_vitro,high
10.21518/ms2026-041,other,high
10.2165/00003088-199936001-00001,formulation_pk,high
10.2165/00003088-199936001-00004,formulation_pk,high
10.2165/00003495-199142050-00003,observational,medium
10.2165/00003495-199855050-00015,animal_in_vivo,medium
10.2165/00003495-199856040-00003,other,high
10.2165/00003495-200262010-00004,non_randomized_trial,medium
10.2165/00019053-199916001-00006,other,high
10.2174/0124681873401780251124061921,non_randomized_trial,high
10.2174/0126667975319146240809095756,other,high
10.2174/1381612829666221024124848,other,high
10.2174/1568026621666210429083050,non_randomized_trial,high
10.2174/1574885518666230727100812,other,high
10.2174/1871526521666210218201113,other,high
10.2174/1874357902014010009,other,high
10.2174/2666796701999201104164010,other,high
10.2174/2772432817666220601162006,other,high
10.21873/invivo.11263,animal_in_vivo,high
10.2217/fmb-2020-0286,other,high
10.2217/fmb-2021-0122,rct,high
10.26355/eurrev_202112_27337,non_randomized_trial,high
10.26442/terarkh201890114-54,non_randomized_trial,high
10.26787/nydha-2686-6838-2023-25-4-6-11,formulation_pk,high
10.30659/odj.9.0.131-136,in_silico,high
10.31080/asmi.2020.04.0760,other,high
10.31546/2633-8653.1007,rct,high
10.3205/dgkh000416,other,high
10.32364/2587-6821-2022-6-11-618-625,non_randomized_trial,high
10.32388/dp7zsf.2,rct,high
10.32607/20758251-2019-11-3-20-30,animal_in_vivo,high
10.32902/2663-0338-2021-4-5-15,observational,high
10.33667/2078-5631-2019-1-9(384)-38-46,case_series,medium
10.3389/fbioe.2022.858156,in_vitro,high
10.3389/fimmu.2018.00986,animal_in_vivo,high
10.3389/fimmu.2021.660298,other,high
10.3389/fimmu.2021.704427,animal_in_vivo,high
10.3389/fimmu.2022.1009424,animal_in_vivo,high
10.3389/fimmu.2022.867022,animal_in_vivo,high
10.3389/fimmu.2022.899617,rct,high
10.3389/fmed.2022.863917,rct,high
10.3389/fmedt.2021.687681,formulation_pk,high
10.3389/fmed.2025.1565069,rct,high
10.3389/fmicb.2014.00171,animal_in_vivo,high
10.3389/fmicb.2018.01164,animal_in_vivo,high
10.3389/fmolb.2023.1232573,animal_in_vivo,high
10.3389/fphar.2022.861295,ex_vivo,high
10.3389/fphar.2023.1292479,rct,high
10.3389/fvets.2024.1360398,in_vitro,high
10.3389/fviro.2021.746824,in_vitro,high
10.3390/antibiotics15030245,animal_in_vivo,high
10.3390/biomedicines12112462,in_vitro,high
10.3390/gels10060385,formulation_pk,high
10.3390/ijerph182010985,non_randomized_trial,high
10.3390/ijms21144903,other,high
10.3390/ijerph191912148,other,high
10.3390/ijms222413202,in_vitro,high
10.3390/ijms24043695,in_vitro,high
10.3390/ijms25042061,animal_in_vivo,high
10.3390/ijms24054967,animal_in_vivo,high
10.3390/ijms26136334,animal_in_vivo,high
10.3390/ijms262311341,other,high
10.3390/ijms27021053,animal_in_vivo,high
10.3390/jcm15083087,other,high
10.3390/microorganisms14051098,animal_in_vivo,high
10.3390/md23030112,animal_in_vivo,high
10.3390/molecules27041178,other,high
10.3390/ph15040452,ex_vivo,high
10.3390/ph15091053,animal_in_vivo,high
10.3390/ph17091180,other,high
10.3390/pharmaceutics13081180,other,high
10.3390/pharmaceutics13081126,ex_vivo,high
10.3390/pharmaceutics14112502,non_randomized_trial,high
10.3390/pharmaceutics14122680,formulation_pk,high
10.3390/pharmaceutics15020591,animal_in_vivo,high
10.3390/pharmaceutics15082055,formulation_pk,high
10.3390/pharmaceutics16091173,rct,high
10.3390/pharmaceutics16111349,formulation_pk,high
10.3390/v11020109,animal_in_vivo,high
10.3390/v13081498,animal_in_vivo,high
10.3390/v13081656,animal_in_vivo,high
10.3390/v13122345,in_vitro,high
10.3390/v14050976,animal_in_vivo,high
10.3390/v14051105,animal_in_vivo,high
10.3390/v14122620,in_vitro,high
10.3390/v15030725,animal_in_vivo,high
10.3390/v15102024,animal_in_vivo,high
10.3390/v15112161,animal_in_vivo,high
10.3390/v15122300,ex_vivo,high
10.3390/v16020196,formulation_pk,high
10.3390/v16121919,animal_in_vivo,high
10.3390/v18010091,in_vitro,high
10.3390/v18040444,animal_in_vivo,high
10.3390/v2071448,other,high
10.3390/v6031410,animal_in_vivo,high
10.3390/v7020798,animal_in_vivo,high
10.3390/v7092863,animal_in_vivo,high
10.34883/pi.2021.9.4.017,case_series,medium
10.34133/bmr.0287,animal_in_vivo,high
10.35617/jfionline.v13i2.124,formulation_pk,high
10.37489/0235-2990-2021-66-5-6-11-16,in_vitro,high
10.37489/0235-2990-2022-67-9-10-42-48,animal_in_vivo,high
10.37489/0235-2990-2023-68-7-8-27-33,animal_in_vivo,high
10.37489/0235-2990-2025-70-3-4-5-11,in_vitro,high
10.37489/0235-2990-2023-68-9-10-46-57,animal_in_vivo,high
10.3851/imp1688,animal_in_vivo,high
10.3851/imp1744,animal_in_vivo,high
10.4049/jimmunol.1700523,animal_in_vivo,high
10.4049/jimmunol.190.supp.183.18,animal_in_vivo,high
10.4067/s0718-381x2020000400513,other,high
10.4103/ijo.ijo_883_20,other,high
10.4103/2045-9912.385414,other,high
10.4178/epih.e2021032,rct,high
10.4103/jfmpc.jfmpc_993_21,non_randomized_trial,high
10.4178/epih.e2021051,rct,high
10.4236/ojrd.2025.151003,other,high
10.46607/iamj01p7062023,other,high
10.5152/alphapsychiatry.2024.241549,observational,high
10.53365/nrfhh/140607,in_silico,medium
10.5281/zenodo.4376588,case_series,high
10.53730/ijhs.v6ns4.10257,in_vitro,high
10.5694/j.1326-5377.1990.tb125353.x,observational,high
10.5772/20920,other,medium
10.5799/jmid.1036836,case_series,high
10.64063/10.64063/3049-1681.vol.2.issue9.4,formulation_pk,high
10.64063/3049-1681.vol.2.issue8.9,formulation_pk,high
10.70675/e7c62c36zd76fz452ez97e8z423cd06e6a46,animal_in_vivo,high
10.7499/j.issn.1008-8830.2014.03.011,rct,high
10.7326/0003-4819-12-1-95,animal_in_vivo,high
10.7759/cureus.11315,case_series,high
10.7759/cureus.27182,rct,high
pmid_1026519,animal_in_vivo,high
pmid_10682150,rct,high
pmid_11881202,non_randomized_trial,high
pmid_12945208,animal_in_vivo,high
pmid_1302513,animal_in_vivo,high
pmid_1330221,human_challenge,high
pmid_16261198,animal_in_vivo,high
pmid_16261199,non_randomized_trial,high
pmid_16261200,rct,high
pmid_16261201,human_challenge,high
pmid_235197,animal_in_vivo,high
pmid_2360851,animal_in_vivo,high
pmid_2454085,animal_in_vivo,high
pmid_34596523,other,high
pmid_35777803,rct,high
pmid_36451565,formulation_pk,high
pmid_40305796,non_randomized_trial,high
pmid_4036004,animal_in_vivo,high
pmid_4081525,rct,high
pmid_616674,ex_vivo,medium
pmid_6178364,animal_in_vivo,high
pmid_6184029,animal_in_vivo,high
pmid_6272492,non_randomized_trial,medium
pmid_6341640,human_challenge,high
pmid_7165687,non_randomized_trial,medium
pmid_7988393,other,high
pmid_9879333,other,high
pmid_838422,case_series,high
grey:miller-2023-thai-prevention,observational,high
nct:NCT04337918,rct,high
nct:NCT05109611,rct,high
10.1101/2023.03.19.23287462,non_randomized_trial,high
10.1080/22221751.2023.2212806,rct,high
10.46234/ccdcw2023.040,non_randomized_trial,high
10.1002/jmv.29275,non_randomized_trial,high
10.1038/s41467-023-37290-6,animal_in_vivo,high
10.1101/2023.03.17.23287398,non_randomized_trial,high
10.2139/ssrn.4397031,observational,high
10.1016/j.medj.2022.08.002,animal_in_vivo,high
10.1016/j.celbio.2025.100017,animal_in_vivo,high
10.3390/v14051033,rct,high
10.20944/preprints202509.1594.v1,rct,high
10.3205/000321,rct,high
10.1016/j.jhin.2022.05.007,observational,high
10.1111/coa.14056,rct,high
10.1002/lio2.686,observational,high
10.1007/s12519-023-00749-z,rct,high
10.21037/tcr-23-2384,observational,high
10.21203/rs.3.rs-2167465/v1,rct,high
10.1016/j.ijid.2021.04.035,rct,high
10.1016/j.antiviral.2007.01.003,animal_in_vivo,high
10.1016/j.indcrop.2022.114524,animal_in_vivo,high
10.3969/j.issn.1674-3865.2017.06.001,animal_in_vivo,high
10.3969/j.issn.1674-4985.2018.03.001,animal_in_vivo,high
10.13194/j.issn.1673-842x.2018.01.006,animal_in_vivo,high
10.13193/j.issn.1673-7717.2019.02.019,animal_in_vivo,high
10.1016/j.biopha.2022.113773,animal_in_vivo,high
10.1177/135965359900400202,rct,high
10.1001/jama.1983.03330430042027,human_challenge,high
10.470560/0365-9615-2025-180-9-303-307,formulation_pk,high
10.1155/bri/8846903,other,high
10.1001/archfami.7.1.39,rct,high
