doi,organism,indication,confidence
10.1089/jir.1984.4.535,human,prevention,high
10.1089/jir.1988.8.591,human,prevention,high
10.1089/jir.1986.6.153,human,prevention,high
10.1089/jir.1983.3.443,human,not_applicable,medium
10.1089/jir.1990.10.497,animal,prevention,high
10.1089/jir.2023.0193,human,prevention,high
10.1086/653621,mixed,prevention,high
10.1089/vim.2011.0003,mixed,prevention,high
10.1093/bjs/znab259.508,human,prevention,high
10.1093/cid/ciaf409,human,prevention,high
10.1093/infdis/133.supplement_2.a121,human,prevention,high
10.1093/infdis/127.4.401,human,prevention,high
10.1093/infdis/137.1.82,human,prevention,high
10.1093/cid/ciq183,human,treatment,high
10.1093/infdis/138.4.531,human,both,high
10.1093/infdis/148.3.543,human,prevention,high
10.1093/infdis/150.2.174,human,treatment,high
10.1093/infdis/148.3.535,human,prevention,high
10.1093/infdis/150.2.181,human,prevention,high
10.1093/infdis/154.3.443,human,prevention,high
10.1093/infdis/154.1.128,human,prevention,high
10.1093/infdis/151.4.731,human,prevention,high
10.1093/infdis/158.1.166,human,both,high
10.1093/infdis/166.4.776,human,treatment,high
10.1093/infdis/160.4.700,human,prevention,high
10.1093/infdis/jir622,animal,both,high
10.1093/jac/1.suppl_4.77,unclear,not_applicable,medium
10.1093/jac/18.supplement_b.153,human,prevention,high
10.1093/jac/dku127,animal,both,high
10.1093/oxfordjournals.aje.a114683,human,prevention,high
10.1099/vir.0.038679-0,mixed,prevention,high
10.1099/0022-1317-68-11-2831,animal,treatment,high
10.1099/jgv.0.000758,mixed,prevention,high
10.1101/2020.05.18.103184,in_vitro,prevention,high
10.1099/jgv.0.001821,ex_vivo,both,high
10.1101/2020.07.28.224733,in_vitro,not_applicable,high
10.1101/2022.04.12.488010,animal,prevention,high
10.1101/2021.04.13.21255409,human,prevention,high
10.1101/2020.08.19.225854,in_vitro,not_applicable,high
10.1124/jpet.112.196485,animal,prevention,high
10.1101/2025.04.10.648177,animal,prevention,high
10.1111/irv.13035,animal,prevention,high
10.1101/2025.04.16.649247,animal,prevention,high
10.1128/aac.00333-08,animal,both,high
10.1128/aac.00014-09,animal,both,high
10.1128/aac.00731-09,animal,not_applicable,high
10.1128/aac.01664-12,animal,treatment,high
10.1128/aac.01050-23,mixed,treatment,high
10.1128/aac.00737-17,mixed,treatment,high
10.1128/aac.15.2.269,human,both,high
10.1128/aac.14.4.596,human,prevention,high
10.1128/aac.24.5.713,human,both,high
10.1128/aac.26.1.31,human,prevention,high
10.1128/aac.16.5.644,human,not_applicable,high
10.1128/aac.32.2.224,human,treatment,high
10.1128/aac.33.3.387,human,prevention,high
10.1128/aac.34.11.2228,human,treatment,high
10.1128/aac.36.4.727,human,prevention,high
10.1128/aac.38.10.2270,animal,both,high
10.1128/aac.39.2.290,human,treatment,high
10.1128/aac.43.11.2642,animal,prevention,high
10.1128/aac.39.11.2583,animal,treatment,high
10.1128/aac.46.3.841-847.2002,mixed,both,high
10.1128/cvi.00002-10,animal,both,high
10.1128/aac.45.4.1216-1224.2001,animal,treatment,high
10.1128/aac.47.12.3907-3916.2003,human,both,high
10.1128/aac.47.9.2933-2937.2003,animal,prevention,high
10.1128/jvi.00052-20,animal,treatment,high
10.1128/jvi.01327-25,animal,both,high
10.1128/jvi.00743-08,animal,both,high
10.1128/jvi.01363-09,animal,prevention,high
10.1128/jvi.02417-14,animal,prevention,high
10.1128/iai.9.3.506-510.1974,human,treatment,high
10.1128/jvi.02453-08,animal,prevention,high
10.1128/jvi.03258-15,animal,prevention,high
10.1128/mbio.02756-21,mixed,both,high
10.1134/s1607672922050155,mixed,prevention,high
10.1128/jvi.02174-08,animal,both,high
10.1134/s1990519x25060082,animal,both,high
10.1136/bmjopen-2023-073735,human,prevention,high
10.1136/ebm.5.3.80,human,treatment,high
10.1136/thx.46.10.706,human,prevention,high
10.1136/thx.45.2.100,mixed,not_applicable,high
10.1155/2013/194976,animal,prevention,high
10.1152/ajplung.00552.2020,in_vitro,prevention,high
10.1136/bmj.284.6332.1822,human,prevention,high
10.1155/bri/8846903,mixed,both,medium
10.1165/rcmb.2010-0288oc,mixed,prevention,high
10.1164/rccm.201908-1567oc,mixed,both,high
10.1159/000097758,human,not_applicable,high
10.1177/0194599820933170,unclear,both,medium
10.1165/rcmb.2016-0174oc,animal,treatment,high
10.1165/rcmb.2011-0194oc,mixed,treatment,high
10.1155/vmi/5582663,animal,not_applicable,high
10.1177/00912700022008900,human,both,high
10.1177/0145561320957237,in_vitro,not_applicable,high
10.1177/106002808501901201,human,prevention,high
10.1177/095632029000100501,human,both,high
10.1183/23120541.00199-2024,human,prevention,high
10.1183/13993003.congress-2024.oa5462,mixed,prevention,high
10.1183/13993003.congress-2024.oa1966,mixed,prevention,high
10.1183/13993003.congress-2025.oa1187,mixed,prevention,high
10.1183/13993003.congress-2025.pa3911,human,prevention,high
10.1186/1465-9921-11-108,human,treatment,high
10.1177/135965359900400302,human,prevention,high
10.1186/1465-9921-14-124,human,treatment,high
10.1186/1465-9921-8-38,mixed,prevention,high
10.1177/23743735231151554,unclear,prevention,high
10.1186/1472-6882-12-147,human,treatment,high
10.1186/s12865-023-00573-0,animal,prevention,high
10.1186/1939-4551-7-18,human,treatment,high
10.1186/s12879-024-09137-y,human,treatment,high
10.1186/s12931-015-0281-8,human,treatment,high
10.1186/s12931-024-02718-0,ex_vivo,prevention,high
10.1186/cc13171,animal,treatment,high
10.1186/s12985-015-0387-0,animal,treatment,high
10.1186/s12974-023-02960-1,animal,treatment,high
10.1186/2049-6958-9-57,human,treatment,high
10.1186/s12985-019-1266-x,mixed,treatment,high
10.1186/s12985-023-02282-x,in_vitro,prevention,high
10.1186/s12985-022-01953-5,mixed,treatment,high
10.1186/s12985-025-02678-x,animal,not_applicable,high
10.1186/s12985-026-03155-9,animal,treatment,high
10.1186/s13020-022-00635-2,in_vitro,prevention,high
10.1186/s13063-020-04634-2,human,treatment,high
10.1186/s13063-020-04963-2,human,treatment,high
10.1186/s13578-021-00638-w,mixed,both,high
10.1194/jlr.m037077,animal,prevention,high
10.1208/s12249-024-02986-5,in_vitro,not_applicable,high
10.1194/jlr.m055723,mixed,prevention,high
10.1211/0022357001777225,animal,treatment,high
10.12998/wjcc.v10.i32.11665,unclear,both,medium
10.1186/s13063-022-06685-z,human,prevention,high
10.1371/journal.pone.0014320,animal,treatment,high
10.1186/s41120-023-00072-x,in_vitro,not_applicable,high
10.12688/f1000research.51270.2,mixed,both,high
10.1371/journal.pgph.0000231,human,both,high
10.1371/journal.pone.0040499,animal,treatment,high
10.1371/journal.pone.0049394,animal,prevention,high
10.1371/journal.pone.0128794,animal,treatment,high
10.1371/journal.pone.0246803,in_vitro,treatment,medium
10.1371/journal.pone.0068685,animal,prevention,high
10.1371/journal.pone.0259943,in_vitro,not_applicable,medium
10.1371/journal.pone.0237480,in_vitro,prevention,medium
10.1371/journal.pone.0316700,in_vitro,not_applicable,high
10.1371/journal.ppat.1009427,animal,both,high
10.1371/journal.ppat.1010782,animal,prevention,high
10.15386/mpr-1817,human,both,high
10.1378/chest.102.1.284,ex_vivo,not_applicable,high
10.15574/pp.2016.65.27,human,treatment,high
10.15789/1563-0625-eoi-2300,human,treatment,high
10.17816/ci636443,human,both,high
10.18699/ssmj20250107,mixed,prevention,high
10.17816/ci698401,animal,both,high
10.18103/mra.v10i3.2752,mixed,treatment,high
10.20538/1682-0363-2022-2-48-59,human,treatment,high
10.19112/2413-6174-2020-21-3-3-23,in_vitro,prevention,medium
10.20953/1729-9225-2020-4-33-41,human,prevention,high
10.21203/rs.3.rs-500168/v1,human,treatment,high
10.2139/ssrn.4063814,human,treatment,high
10.2147/idr.s391630,human,treatment,high
10.21467/preprints.36,in_silico,not_applicable,medium
10.2147/ijgm.s167123,in_vitro,not_applicable,high
10.2147/ijgm.s328486,human,prevention,high
10.2147/ijn.s328090,mixed,prevention,high
10.2147/ijgm.s476707,human,not_applicable,high
10.2147/ijn.s423251,animal,not_applicable,medium
10.2147/ijn.s512509,animal,treatment,high
10.2147/ijn.s53622,mixed,prevention,high
10.2147/ijn.s448005,in_vitro,not_applicable,high
10.21518/ms2026-041,human,both,high
10.2147/itt.s470319,ex_vivo,both,high
10.2165/00003088-199936001-00001,in_vitro,not_applicable,high
10.2165/00003088-199936001-00004,human,not_applicable,high
10.2165/00003495-199142050-00003,mixed,both,high
10.2165/00003495-199856040-00003,human,both,high
10.2174/0124681873401780251124061921,human,treatment,high
10.2165/00003495-199855050-00015,mixed,both,high
10.2174/0126667975319146240809095756,unclear,unclear,low
10.2174/1381612829666221024124848,in_vitro,not_applicable,medium
10.2165/00019053-199916001-00006,human,both,high
10.2174/1568026621666210429083050,human,prevention,high
10.2174/1574885518666230727100812,in_silico,not_applicable,high
10.2174/1874357902014010009,human,treatment,high
10.2174/1871526521666210218201113,in_vitro,both,medium
10.2174/2666796701999201104164010,in_silico,both,medium
10.21873/invivo.11263,animal,treatment,high
10.2165/00003495-200262010-00004,human,both,high
10.2217/fmb-2020-0286,mixed,both,high
10.2174/2772432817666220601162006,unclear,unclear,low
10.2217/fmb-2021-0122,human,prevention,high
10.26442/terarkh201890114-54,human,treatment,high
10.26787/nydha-2686-6838-2023-25-4-6-11,in_vitro,not_applicable,high
10.26355/eurrev_202112_27337,mixed,prevention,high
10.3205/dgkh000416,mixed,prevention,high
10.31080/asmi.2020.04.0760,unclear,both,low
10.30659/odj.9.0.131-136,in_silico,not_applicable,high
10.32364/2587-6821-2022-6-11-618-625,human,prevention,high
10.32607/20758251-2019-11-3-20-30,mixed,both,high
10.31546/2633-8653.1007,human,prevention,high
10.32388/dp7zsf.2,human,treatment,high
10.33667/2078-5631-2019-1-9(384)-38-46,human,treatment,high
10.3389/fbioe.2022.858156,in_vitro,not_applicable,high
10.32902/2663-0338-2021-4-5-15,human,prevention,high
10.3389/fimmu.2021.704427,animal,treatment,high
10.3389/fimmu.2018.00986,animal,treatment,high
10.3389/fimmu.2021.660298,unclear,prevention,medium
10.3389/fimmu.2022.1009424,animal,treatment,high
10.3389/fimmu.2022.899617,human,prevention,high
10.3389/fmed.2022.863917,human,both,high
10.3389/fmed.2025.1565069,human,treatment,high
10.3389/fmicb.2014.00171,mixed,prevention,high
10.3389/fmedt.2021.687681,in_vitro,not_applicable,high
10.3389/fimmu.2022.867022,animal,prevention,high
10.3389/fmicb.2018.01164,mixed,treatment,high
10.3389/fphar.2023.1292479,human,treatment,high
10.3389/fphar.2022.861295,mixed,both,high
10.3389/fmolb.2023.1232573,mixed,prevention,high
10.3389/fviro.2021.746824,in_vitro,not_applicable,medium
10.3389/fvets.2024.1360398,in_vitro,not_applicable,medium
10.3390/antibiotics15030245,animal,prevention,high
10.3390/gels10060385,in_vitro,not_applicable,high
10.3390/biomedicines12112462,in_vitro,not_applicable,high
10.3390/ijerph182010985,human,treatment,high
10.3390/ijms24054967,mixed,both,high
10.3390/ijms21144903,unclear,both,medium
10.3390/ijms25042061,mixed,prevention,high
10.3390/ijms222413202,in_vitro,both,high
10.3390/ijerph191912148,mixed,not_applicable,high
10.3390/ijms26136334,mixed,both,high
10.3390/ijms24043695,in_vitro,prevention,high
10.3390/jcm15083087,in_vitro,both,medium
10.3390/ijms262311341,mixed,both,medium
10.3390/ijms27021053,mixed,prevention,high
10.3390/molecules27041178,unclear,not_applicable,medium
10.3390/md23030112,animal,prevention,high
10.3390/ph15040452,ex_vivo,treatment,high
10.3390/microorganisms14051098,mixed,prevention,high
10.3390/pharmaceutics13081126,ex_vivo,not_applicable,high
10.3390/ph15091053,mixed,both,high
10.3390/ph17091180,in_silico,not_applicable,high
10.3390/pharmaceutics15082055,in_vitro,not_applicable,high
10.3390/pharmaceutics13081180,in_vitro,not_applicable,medium
10.3390/pharmaceutics14112502,human,treatment,high
10.3390/pharmaceutics16091173,human,treatment,high
10.3390/pharmaceutics14122680,in_vitro,not_applicable,high
10.3390/pharmaceutics16111349,in_vitro,not_applicable,medium
10.3390/v13081498,animal,prevention,high
10.3390/pharmaceutics15020591,animal,prevention,high
10.3390/v11020109,animal,treatment,high
10.3390/v13081656,animal,prevention,high
10.3390/v14051105,animal,both,high
10.3390/v13122345,in_vitro,not_applicable,high
10.3390/v15030725,animal,both,high
10.3390/v14122620,ex_vivo,prevention,high
10.3390/v15122300,mixed,both,high
10.3390/v15112161,animal,prevention,high
10.3390/v14050976,animal,treatment,high
10.3390/v16020196,ex_vivo,treatment,medium
10.3390/v15102024,animal,treatment,high
10.3390/v18010091,in_vitro,not_applicable,high
10.3390/v16121919,mixed,treatment,high
10.3390/v18040444,animal,prevention,high
10.3390/v2071448,unclear,not_applicable,medium
10.3390/v7020798,animal,prevention,high
10.34133/bmr.0287,animal,treatment,high
10.3390/v7092863,animal,prevention,high
10.35617/jfionline.v13i2.124,in_vitro,not_applicable,high
10.37489/0235-2990-2021-66-5-6-11-16,in_vitro,not_applicable,high
10.37489/0235-2990-2022-67-9-10-42-48,animal,both,high
10.34883/pi.2021.9.4.017,human,treatment,high
10.37489/0235-2990-2023-68-9-10-46-57,animal,both,high
10.37489/0235-2990-2023-68-7-8-27-33,animal,both,high
10.37489/0235-2990-2025-70-3-4-5-11,in_vitro,not_applicable,high
10.3851/imp1688,mixed,both,high
10.3390/v6031410,animal,both,high
10.3851/imp1744,mixed,both,high
10.4049/jimmunol.1700523,animal,prevention,high
10.4049/jimmunol.190.supp.183.18,mixed,prevention,high
10.4103/ijo.ijo_883_20,unclear,both,medium
10.4103/2045-9912.385414,human,treatment,high
10.4178/epih.e2021032,human,treatment,high
10.4178/epih.e2021051,human,both,high
10.5152/alphapsychiatry.2024.241549,human,treatment,high
10.5281/zenodo.4376588,human,treatment,high
10.46607/iamj01p7062023,unclear,prevention,low
10.53730/ijhs.v6ns4.10257,in_vitro,prevention,high
10.4236/ojrd.2025.151003,human,prevention,high
10.53365/nrfhh/140607,in_silico,not_applicable,medium
10.5694/j.1326-5377.1990.tb125353.x,human,prevention,high
10.5772/20920,unclear,prevention,medium
10.4067/s0718-381x2020000400513,unclear,prevention,medium
10.64063/10.64063/3049-1681.vol.2.issue9.4,animal,not_applicable,high
10.5799/jmid.1036836,human,treatment,high
10.64063/3049-1681.vol.2.issue8.9,in_vitro,not_applicable,high
10.70675/e7c62c36zd76fz452ez97e8z423cd06e6a46,animal,prevention,high
10.7326/0003-4819-12-1-95,animal,prevention,high
10.4103/jfmpc.jfmpc_993_21,human,treatment,high
10.7759/cureus.27182,human,treatment,high
pmid_10682150,human,treatment,high
pmid_1026519,animal,both,high
10.7759/cureus.11315,human,treatment,high
pmid_1302513,mixed,treatment,high
pmid_12945208,mixed,not_applicable,high
pmid_1330221,human,both,high
pmid_16261198,animal,both,high
pmid_16261200,human,prevention,high
pmid_16261201,human,prevention,high
pmid_11881202,human,prevention,high
pmid_16261199,human,prevention,high
pmid_235197,animal,prevention,high
pmid_2360851,animal,treatment,high
pmid_2454085,animal,both,high
pmid_34596523,unclear,both,medium
10.7499/j.issn.1008-8830.2014.03.011,human,treatment,high
pmid_40305796,human,treatment,high
pmid_4036004,animal,prevention,high
pmid_6178364,animal,prevention,high
pmid_616674,ex_vivo,not_applicable,medium
pmid_4081525,human,prevention,high
pmid_36451565,in_vitro,not_applicable,high
pmid_6272492,mixed,prevention,high
pmid_6184029,animal,prevention,high
pmid_6341640,human,treatment,high
pmid_7165687,human,prevention,high
pmid_7988393,mixed,both,medium
pmid_9879333,mixed,both,medium
pmid_35777803,mixed,prevention,high
pmid_838422,human,treatment,high
10.1001/archfami.7.1.39,human,treatment,high
10.1086/314904,human,treatment,high
10.1001/jama.1996.03530280047035,human,both,high
10.1016/s2213-2600(24)00140-1,human,both,high
10.1128/aac.21.6.892,human,prevention,high
10.1093/infdis/148.5.914,human,prevention,high
10.1002/jcph.70137,human,both,high
10.1016/j.eclinm.2023.102324,human,prevention,high
10.1080/22221751.2023.2284297,human,prevention,high
10.1093/infdis/133.supplement_2.a128,mixed,prevention,high
10.1007/bf01317482,human,prevention,high
10.1111/pai.70371,human,prevention,high
10.1093/jac/20.6.887,human,prevention,high
10.1128/aac.23.5.671,human,treatment,high
10.1128/aac.22.6.1004,human,both,high
10.1016/0166-3542(85)90037-3,human,prevention,high
10.1186/s13063-023-07128-z,human,prevention,high
10.3390/pharmaceutics14102059,human,treatment,high
10.1186/s12879-025-10584-4,human,prevention,high
10.1128/aac.46.2.392-397.2002,human,not_applicable,high
pmid_17608134,human,treatment,high
10.3399/bjgp.2025.0269,human,prevention,high
pmid_16454145,human,treatment,high
10.2147/ijn.s313093,human,treatment,high
pmid_8544269,human,both,high
10.3390/v16121914,human,treatment,high
10.1128/aac.33.4.522,human,prevention,high
